,noticia,verdadeira,url
16,Cuba descobriu um soro que cura o COVID-19.,1,https://chequeado.com/el-explicador/es-falso-que-cuba-descubrio-un-suero-que-cura-el-covid-19/
17,O dono da Swiss Medical fez recomendações contra o coronavírus por WhatsApp.,1,https://chequeado.com/el-explicador/no-no-es-el-dueno-de-swiss-medical-quien-hizo-recomendaciones-contra-el-coronavirus-en-audios-de-whatsapp/
18,Um gráfico compara as mortes por coronavírus com outras doenças.,1,https://chequeado.com/el-explicador/es-enganoso-el-grafico-que-compara-las-muertes-por-coronavirus-con-otras-enfermedades/
19,O ibuprofeno potencializa o coronavírus.,1,https://chequeado.com/el-explicador/no-hay-evidencia-de-que-el-ibuprofeno-potencie-el-coronavirus-pero-la-oms-recomienda-el-uso-de-paracetamol/
20,Uma corrente da doutora González Ayala que circula por WhatsApp.,1,https://chequeado.com/el-explicador/coronavirus-es-falsa-la-cadena-de-la-doctora-gonzalez-ayala-que-circula-por-whatsapp/
21,Uma tabela compara a progressão de casos de pessoas infectadas por Covid-19 na Espanha com a da Argentina.,1,https://chequeado.com/el-explicador/es-falsa-la-imagen-que-compara-la-situacion-del-coronavirus-en-espana-con-la-de-argentina/
23,Um médico chamado Mario Pesaresi recomenda a aspiração de vapor da água fervente durante 5 minutos para desativar o coronavírus.,1,https://chequeado.com/el-explicador/no-hay-pruebas-de-que-aspirar-vapor-de-agua-hirviendo-desactive-el-nuevo-coronavirus/
24,"Trabalhadores do Instituto Malbrán advertem as pessoas que permaneçam em suas casas porque nos próximos dias  “se encerra o período de incubação e começarão a sair muitos testes positivos"". ",1,https://chequeado.com/el-explicador/es-falso-que-personal-del-instituto-malbran-envio-un-comunicado-en-el-que-asegura-que-en-estas-2-semanas-sera-el-pico-de-infectados/
25,"O presidente da Argentina, Alberto Fernández, disse que aqueles que violarem a quarentena terão seus planos sociais retirados",1,https://chequeado.com/el-explicador/es-falso-que-alberto-fernandez-dijo-que-les-quitaran-los-planes-sociales-a-quienes-violen-la-cuarentena/
26,"A vice-presidenta da Argentina, Cristina Fernández de Kirchner, rompeu a quarentena e viajou a Santa Cruz.",1,https://chequeado.com/el-explicador/es-falso-que-cristina-fernandez-de-kirchner-rompio-la-cuarentena-y-se-fue-a-santa-cruz/
27,"Correntes de Whatsapp que oferecem dinheiro, alimentos ou inscrições para ajuda financeira do Estado a partir de formulários do Google.",1,https://chequeado.com/el-explicador/cuidado-circulan-falsos-contenidos-de-bonos-alimentos-y-subsidios/
28,Os seguros não cobrirão os pedidos de pagamento por sinistros com veículos ocorridos durante o isolamento.,1,https://chequeado.com/el-explicador/es-falso-que-los-seguros-no-cubriran-las-polizas-de-autos-por-siniestros-que-haya-durante-el-aislamiento/
29,"Recomendações de Carina Martinich contra o coronavírus, suposta microbióloga do Instituto de Microbiologia Malbrán.",1,https://chequeado.com/el-explicador/son-falsos-los-audios-que-circulan-como-si-fueran-de-una-doctora-del-malbran/
30,"Imagen compara o número de casos do vírus no Chile e Argentina, sugerindo que na Argentina há menos simpatia por medidas como o isolamento social.",1,https://chequeado.com/el-explicador/es-enganosa-la-comparacion-de-la-evolucion-del-coronavirus-en-la-argentina-y-chile/
61,A província de Buenos Aires estabeleceu o uso obrigatório da máscara a partir de 13 de abril.,1,https://chequeado.com/verificacionfb/es-falso-que-la-provincia-de-buenos-aires-establecio-el-uso-obligatorio-de-barbijo-desde-el-proximo-13-de-abril/
64,"Tomar café “diminui a voracidade"" do coronavírus.",1,https://chequeado.com/verificacionfb/es-falso-que-tomar-cafe-disminuye-la-voracidad-del-coronavirus/
69,"Alberto Fernández, sobre o coronavírus: “A mortalidade entre os maiores de 65 anos é de 80%"". ",1,https://chequeado.com/ultimas-noticias/alberto-fernandez-sobre-el-coronavirus-la-mortalidad-en-mayores-de-65-anos-es-del-80/
70,"Tomar café ""diminui a voracidade"" do coronavírus.",1,https://chequeado.com/verificacionfb/es-falso-que-tomar-cafe-disminuye-la-voracidad-del-coronavirus/
71,Fazer gargarejos com bicarbonato de sódio e água quente mata o coronavírus.,1,https://chequeado.com/verificacionfb/no-hay-evidencias-de-que-hacer-gargaras-con-bicarbonato-de-sodio-y-agua-caliente-mate-al-coronavirus/
72,As dietas alcalinas têm eficácia contra o coronavírus,1,https://chequeado.com/verificacionfb/es-falso-que-las-dietas-alcalinas-sean-efectivas-contra-el-coronavirus/
73,Imagem de um vagão com a inscrição “COVID-19”,1,https://chequeado.com/verificacionfb/no-este-vagon-no-tiene-la-inscripcion-de-covid-19/
74,O vídeo da orangotanga Sandra lavando-se por conta do coronavírus.,1,https://factual.afp.com/el-video-de-la-orangutana-sandra-lavandose-las-manos-es-anterior-la-pandemia-del-nuevo-coronavirus
75,"Na Itália, as pessoas são atendidas ao ar livre porque não há mais camas nos hospitais. ",1,https://factual.afp.com/las-fotografias-de-pacientes-la-intemperie-fueron-tomadas-en-croacia-tras-un-terremoto
76,O coronavírus não sobrevive ao vinho e há provas de que bebê-lo é benéfico. ,1,https://chequeado.com/verificacionfb/no-el-coronavirus-no-sobrevive-en-el-vino-pero-no-hay-pruebas-de-que-beberlo-sea-beneficioso/
77,"O governador da Província de Buenos Aires, Axel Kicillof, quis demitir um médico chamado Domínguez do Hospital de Morón",1,https://chequeado.com/verificacionfb/es-falso-que-exista-un-medico-llamado-juan-dominguez-en-el-hospital-de-moron-y-que-kicillof-amenace-con-echarlo/
78,O coronavirus é sintético e foi criado em um laboratório chinês.,1,https://chequeado.com/el-explicador/no-hay-evidencia-que-indique-que-el-virus-que-enferma-de-la-covid-19-es-sintetico-y-fue-creado-en-un-laboratorio-chino/
79,"Na Itália, lançaram cédulas na rua para demonstrar que saúde não se compra com dinheiro.",1,https://chequeado.com/verificacionfb/es-falso-que-en-italia-lanzaron-billetes-a-la-calle-para-demostrar-que-la-salud-no-se-compra-con-dinero/
80,"O ministro da Presidência boliviano, Yerko Nuñez, anunciou que a comunidade internacional comprometeu apoio financeiro de US $ 100 milhões, disponível gratuitamente, para enfrentar a emergência do coronavírus.",1,https://boliviaverifica.bo/las-medias-verdades-el-credito-italiano-a-bolivia/
81,O calor nos salvará do coronavírus?,1,http://boliviaverifica.bo/el-calor-nos-salvara-del-coronavirus/
82,A água salgada ajuda a matar o coronavírus.,1,http://boliviaverifica.bo/no-el-agua-con-sal-no-ayuda-a-matar-el-coronavirus/
83,Há chances de se contagiar de coronavírus através dos sapatos?,1,http://boliviaverifica.bo/hay-posibilidades-de-contagiarse-con-el-coronavirus-a-traves-de-los-zapatos/
84,"Erva-doce, gengibre ou maconha o deixará imune ao coronavírus.",1,http://boliviaverifica.bo/crees-realmente-que-el-hinojo-el-jengibre-o-la-marihuana-te-haran-inmune-al-coronavirus/
85,Imagem de caixões na Itália.,1,http://boliviaverifica.bo/esta-foto-es-de-2013-no-de-muertos-por-covid-19/
86,"O jornal El Deber publicou uma história com declarações da ministra Karen Longaric: ""o coronavírus não pode nos dar porque não somos chineses"".",1,http://boliviaverifica.bo/atribuyen-a-el-deber-una-noticia-falsa-sobre-karen-longaric/
87,El Deber publicou uma matéria que o consumo de folhas de coca elimina o coronavírus.,1,http://boliviaverifica.bo/es-falso-el-deber-no-publico-ninguna-nota-relacionada-con-el-coronavirus-y-la-hoja-de-coca/
88,Notivisión difundiu a notícia de um terceiro caso do Covid-19 em Nor Lípez.,1,http://boliviaverifica.bo/notivision-no-difundio-noticia-de-un-tercer-caso-de-covid-19-en-nor-lipez/
89,"Tweet de Jeanine Añez, que diz que ""tudo está controlado"" e que ""as campanhas eleitorais devem continuar, assim como as classes escolares"".",1,http://boliviaverifica.bo/circula-falso-tweet-de-la-presidenta-sobre-coronavirus/
90,Existem mortes confirmadas por coronavírus na Bolívia.,1,http://boliviaverifica.bo/falso-no-hay-muertos-confirmados-por-coronavirus/
91,Um membro do departamento do MAS disse que o Coronavírus é uma punição por não apoiar Evo Morales no Red Uno.,1,http://boliviaverifica.bo/coronavirus-la-red-uno-no-publico-esta-informacion-sobre-asambleista-del-mas/
92,Evo Morales tem um coronavírus.,1,http://boliviaverifica.bo/evo-con-coronavirus/
93,Jair Bolsonaro tem um coronavírus.,1,http://boliviaverifica.bo/segun-primera-prueba-bolsonaro-no-tiene-coronavirus-varios-medios-de-comunicacion-dijeron-que-si/
94,Não há casos de coronavírus em Israel.,1,http://boliviaverifica.bo/cadena-de-whatsapp-en-israel-no-hay-casos-de-coronavirus-falso-existen-337-confirmados/
95,Jeanine Áñez tem um coronavírus.,1,http://boliviaverifica.bo/jeanine-anez-no-tiene-coronavirus/
96,A Força Aérea pulverizará desinfetante à noite.,1,http://boliviaverifica.bo/te-llego-el-mensaje-de-que-la-fuerza-aerea-pulverizara-desinfectante-por-las-noches-es-falso/
97,"Um paciente testou positivo para o coronavírus e foi transferido para o Hospital Obrero, na cidade de La Paz.",1,http://boliviaverifica.bo/fake-news-o-denuncia-aparece-autor-del-video-donde-se-habla-de-un-caso-de-covid-19-en-la-paz/
98,As empresas de telefonia estão dando megabytes.,1,http://boliviaverifica.bo/las-telefonicas-no-estan-regalando-megas/
99,A Netflix está concedendo acesso gratuito a sua plataforma.,1,https://boliviaverifica.com/netflix-no-esta-otorgando-acceso-gratis-a-su-plataforma/
100,O governo russo libera leões para que as pessoas não deixem suas casas.,1,https://boliviaverifica.com/es-verdad-que-el-gobierno-ruso-libero-leones-para-que-la-gente-no-salga-de-sus-casas/
101,O cônsul boliviano na Itália morreu.,1,https://boliviaverifica.bo/falso-no-fallecio-el-consul-boliviano-en-italia/
102,Existe um caso suspeito de Covid-19 em Colcapirhua.,1,https://boliviaverifica.bo/hay-un-casos-sospechoso-de-covid-19-en-colcapirhua/
103,Perda de olfato e paladar são sintomas do Covid-19.,1,https://boliviaverifica.bo/la-perdida-de-olfato-y-gusto-son-sintomas-del-covid-19/
104,Vídeo de uma pessoa com problemas respiratórios na Bolívia.,1,http://boliviaverifica.bo/video-de-una-persona-con-problemas-respiratorios-no-es-de-bolivia-sino-de-colombia/
105,Vídeo atribuído à campanha Alianza Juntos que menciona o pagamento de um bônus familiar.,1,https://boliviaverifica.com/circula-video-de-campana-bono-y-covid-19/
106,Murillo disse que o Covid-19 é um tipo de resfriado.,1,http://boliviaverifica.bo/murillo-dijo-que-el-covid-19-es-un-tipo-de-resfrio-es-cierto/
107,A deputada Juana Quispe do MAS disse que o antraz era uma criação dos Estados Unidos.,1,http://boliviaverifica.bo/diputada-quispe-ee-uu-creo-el-antrax/
108,"Áudio atribuído ao gerente geral da TV boliviana, Andrés Rojas, que relata que a Câmara dos Deputados da Bolívia aprovou a declaração de quarentena absoluta.",1,http://boliviaverifica.bo/audio-sobre-declaratoria-de-quarentena-absoluta-no-es-de-andres-rojas/
109,"Foto de uma reunião da qual o Ministro da Saúde, Aníbal Cruz, participou. Na foto há uma inscrição que sugere a existência de 1.000 casos confirmados com o Covid-19 na Bolívia.",1,https://boliviaverifica.bo/dolo-en-una-foto-sobre-el-covid-19-en-santa-cruz/
110,Forças uniformizadas obrigam com chutes a quarentena em Punata-Cochabamba.,1,https://boliviaverifica.com/uniformados-obligan-a-patadas-a-realizar-quarentena-ocurrio-en-punata/
111,O governo boliviano faz campanhas com roupas de biossegurança.,1,https://boliviaverifica.bo/exministra-de-salud-usa-foto-de-ecuador-para-criticar-al-gobierno-boliviano/
112,O eucalipto cura o coronavírus,1,https://boliviaverifica.bo/atencion-el-eucalipto-no-cura-el-coronavirus/
113,"O ministro da Educação, Víctor Hugo Cárdenas, disse que os estudantes secundaristas y do ensino básico repetirão o ano, se a quarentena pelo coronavírus se proolongar.",1,https://boliviaverifica.bo/ministro-cardenas-no-dijo-que-estudiantes-repetiran-el-ano/
114,Video de pessoas dividindo pacotes de comida em Cochabamba.,1,https://boliviaverifica.bo/grabacion-de-colombia-se-reproduce-en-grupos-de-facebook-de-bolivia/
115,"Em uma entrevista à televisãoi argentina, o ex-presidente Evo Morales se nega a ajudar a Bolívia.",1,https://boliviaverifica.bo/manipulan-foto-e-inventan-declaracion-de-evo-morales/
116,"O ministro da Presidência da Bolívia, Yerko Núñez, disse em uma coletiva de imprensam que o Governo poderia a poupança do estado",1,https://boliviaverifica.bo/ministro-nunez-no-dijo-que-se-usara-ahorros-del-estado/
117,"Fotografia de cinco pessoas que são punidas em uma berlinda (instrumento feito de duas madeiras grossas, que juntas formam buracos redondos, nos quais a garganta ou a perna da pessoa estava presa) por violar as regras da quarentena.",1,https://boliviaverifica.bo/las-personas-castigadas-en-el-cepo-son-de-colombia-no-de-bolivia/
118,"Imagem de dois guardas municipais que pedem a um menor que vende peras na rua que deixe o lugar e o ameaçam com a apreensão de seu produto, durante a quarentena.",1,https://boliviaverifica.bo/la-historia-boliviana-del-nino-de-las-tunas-circula-como-si-fuese-en-mexico-peru-o-venezuela/
119,Uma pessoas que se identifica como Ruth Mari Calderón recomenda fazer gargarejos de bicarbonato de sódio com limão quente para combate o coronavírus.,1,https://boliviaverifica.bo/cuidado-con-los-consejos-de-ruth-mari-calderon-no-es-medica/
120,O candidato à presidência da Bolívia Luis Fernando Camacho doou oito respiradores parta combater o coronavírus,1,https://boliviaverifica.bo/luis-fernando-camacho-no-dono-respiradores-automaticos/
121,Tomar água com camomila ou água com alho proteje contra o coronavírus.,1,https://boliviaverifica.bo/tomar-agua-con-ajo-te-protegera-del-coronavirus/
122,O dióxido de cloro ou CDS poderia ser um remédio contra o coronavirus. ,1,https://boliviaverifica.bo/cuidado-el-dioxido-de-cloro-no-cura-el-coronavirus-y-es-muy-peligroso/
123,Áudio de Evo Morales pedindo a desestabilização do governo de jeanine Añez.,1,https://boliviaverifica.bo/ojo-este-audio-de-evo-morales-esta-manipulado/
125,"O ministro de Governo, Arturo Murillo, pediu às mulheres que alistem seus úteros para repovoar o país.",1,https://boliviaverifica.bo/esta-noticia-sobre-arturo-murillo-no-fue-publicada-por-unitel-es-un-fotomontaje/
126,"Durante a quarentena, a polícia disparou contra um mototaxista que não parou em Riberalta, Bolívia.",1,https://boliviaverifica.bo/circula-una-denuncia-enganosa-sobre-un-accidente-ocurrido-en-montero/
127,"Sal e mentol evitam o contágio pelo cornavírus, segundo o vídeo de um suposto perito forense. ",1,https://boliviaverifica.bo/la-sal-y-el-mentol-no-evitan-el-contagio-por-coronavirus/
128,Os alimentos alcalinos não ajudam a neutralizar o coronavírus,1,https://boliviaverifica.bo/los-alimentos-alcalinos-no-ayudan-a-contrarrestar-el-coronavirus/
132,"Dez pessoas tentaram ir à missa na Espanha, e foram impedidas pela Guarda Civil. ",1,http://malaespinacheck.cl/2020/03/16/queremos-ir-a-misa-la-protesta-en-espana-que-intentan-relacionar-al-coronavirus/
133,Suposto vídeo do primeiro paciente com coronavírus no Chile.,1,http://malaespinacheck.cl/2020/03/04/video-de-paciente-con-coronavirus-en-talca-habia-sido-difundido-en-honduras/
134,Um vídeo da TV italizana de 2015 afirmou que o coronavírus foi criado em laboratório.,1,https://twitter.com/malaespinacheck/status/1245517364483014656?s=21
135,Cuidado com estas cinco correntes de mensagens de WhatsApp com informações falsas. Não as compartilhe.,1,http://malaespinacheck.cl/2020/04/03/cuidado-con-estas-cinco-cadenas-de-whatsapp-con-informacion-falsa-no-las-compartas/
136,A OMS recomendou que todos os países entrem em quarentena,1,http://malaespinacheck.cl/2020/03/18/mejor-piensalo-dos-veces-la-oms-nunca-recomendo-cuarentena-a-todos-los-paises/
137,Charles Lieber foi detido por vender o coronavírus à China.,1,http://malaespinacheck.cl/2020/04/06/charles-lieber-no-fue-detenido-por-vender-el-coronavirus-a-china/
138,Uma campanha acerca da importância de ficar em casa surante a epidemia,1,http://malaespinacheck.cl/2020/04/07/la-emotiva-campana-para-evitar-accidentes-de-transito-que-intentan-pasar-por-una-propaganda-sobre-coronavirus/
140,Fotografia de uma criança morta pela Covid-19 no Reino Unido,1,http://malaespinacheck.cl/2020/04/10/difunden-fotografia-de-un-nino-que-supuestamente-murio-por-covid19-en-uk-pero-el-joven-fallecio-el-2017/
141,Consumir alimentos mais alcalinos previne a Covid-19.,1,http://malaespinacheck.cl/2020/04/11/alcalinizar-tu-cuerpo-para-prevenir-el-covid-19-es-falso/
142,Um comerciante de El Hueco está internado em hospital de Medellín com síntomas do coronavírus,1,https://colombiacheck.com/chequeos/no-comerciante-de-el-hueco-no-esta-internado-en-hospital-de-medellin-con-sintomas-del
143,Houve 10.000 mortes por coronavírus em Wuhan.,1,https://colombiacheck.com/chequeos/no-ha-habido-10000-muertes-por-coronavirus-en-wuhan
144,Um vídeo no mercado onde começou  o coronavírus em Wuhan.,1,https://colombiacheck.com/chequeos/video-de-mercado-donde-empezo-el-coronavirus-no-fue-grabado-alli-sino-en-indonesia
145,O coronavírus chegou em Cúcuta.,1,https://colombiacheck.com/chequeos/el-coronavirus-no-ha-llegado-cucuta
146,Foto de pessoas jogadas no chão por coronavírus.,1,https://colombiacheck.com/chequeos/foto-de-personas-tiradas-en-el-suelo-no-es-por-coronavirus
147,Um tanque de Postobón se infectou com coronavírus.,1,https://colombiacheck.com/chequeos/no-tanque-de-postobon-no-se-infecto-con-coronavirus
148,O coronavírus de Wuhan está relacionado com coronavírus canino.,1,https://colombiacheck.com/chequeos/coronavirus-de-wuhan-no-tiene-relacion-con-coronavirus-canino
149,Raúl Rodolfo Abhuz Khan criou o coronavírus.,1,https://colombiacheck.com/chequeos/no-raul-rodolfo-abhuz-khan-no-creo-el-coronavirus
150,O coronavírus chegou em  Guaviare e há um avião em quarentena.,1,https://colombiacheck.com/chequeos/coronavirus-no-ha-llegado-guaviare-ni-hay-un-avion-en-quarentena
151,Um vídeo falso de coronavírus em Ibagué.,1,https://colombiacheck.com/chequeos/en-ibague-no-hay-casos-de-covid-19-la-enfermedad-producida-por-coronavirus-de-wuhan
152,O pangolim poderia ser transmissor de coronavírus.,1,https://colombiacheck.com/chequeos/pangolin-si-podria-ser-transmisor-de-coronavirus-pero-falta-evidencia
153,Há uma multidão em Bogotá esperando o avião de Wuhan.,1,https://colombiacheck.com/chequeos/no-hay-multitud-en-bogota-esperando-avion-de-wuhan
154,Um livro de 1981 previu o coronavírus.,1,https://colombiacheck.com/chequeos/no-libro-de-1981-no-predijo-el-coronavirus
155,Foi confirmado caso de Covid-19 no hospital San Rafael de Bogotá.,1,https://colombiacheck.com/chequeos/no-se-ha-confirmado-caso-de-covid-19-en-hospital-san-rafael-de-bogota
156,Um vídeo confirma um caso de Coronavírus em Cali,1,https://colombiacheck.com/chequeos/no-se-ha-confirmado-caso-de-coronavirus-covid-19-en-cali
157,Min.Saúde confirmou que em Bogotá há uma paciente com coronavírus.,1,https://colombiacheck.com/chequeos/si-minsalud-confirmo-que-en-bogota-hay-una-paciente-con-coronavirus-covid-19
158,Em Sincelejo foi confirmado caso de coronavírus.,1,https://colombiacheck.com/chequeos/no-en-sincelejo-no-han-confirmado-caso-de-coronavirus-covid-19
159,"México, Espanha, Venezuela",1,https://colombiacheck.com/chequeos/audio-de-rodolfo-llinas-con-recomendaciones-sobre-el-covid-19-es-falso
160,O prefeito de Buga disse que cada dia tem que ser vivido como se fosse o último. ,1,https://colombiacheck.com/chequeos/alcalde-de-buga-no-dijo-que-hay-que-vivir-cada-dia-como-si-fuera-el-ultimo
161, Uma menino foi batizado como Yair Coronavírus Mosquera.,1,https://colombiacheck.com/chequeos/no-han-bautizado-un-nino-como-yair-coronavirus-mosquera
162,"Diferentes alimentos, como o suco de limão quente, ajudam na prevenção do coronavírus.",1,https://colombiacheck.com/chequeos/ciertos-alimentos-si-pueden-fortalecer-sistema-inmunologico-pero-no-previenen-contagio-por
163,Em Santa Marta está ancorado esse navio procedente da China.,1,https://colombiacheck.com/chequeos/en-santa-marta-no-esta-anclado-este-buque-proveniente-de-china
164,Uma corrente de Whatsapp alerta que começa o estado de emergência por Covid-19.,1,https://colombiacheck.com/chequeos/cadena-que-alerta-estado-de-emergencia-por-covid-19-es-de-espana
165,Cali vai entrar em quarentena.,1,https://colombiacheck.com/chequeos/el-audio-falso-sobre-quarentena-en-cali
166,China anuncia que tem pronta a vacina contra o coronavírus.,1,https://colombiacheck.com/chequeos/china-aun-no-tiene-lista-vacuna-contra-coronavirus-covid-19
167,O coronavírus fica quatro dias na garganta e fazer gargarejos com água e sal é um método efetivo para prevenir a doença que o vírus produz.,1,https://colombiacheck.com/chequeos/hacer-gargaras-con-agua-y-sal-no-elimina-el-coronavirus-covid-19
168,Um estudo assegura que o Ibuprofeno piora o coronavírus e favorece a reprodução do vírus.,1,https://colombiacheck.com/chequeos/no-hay-evidencia-cientifica-solida-que-indique-que-ibuprofeno-empeora-el-coronavirus
169,Detectada uma nova gripe aviária nas Filipinas.,1,https://colombiacheck.com/chequeos/si-detectaron-gripe-aviar-en-filipinas-pero-no-es-nueva-y-rara-vez-afecta-humanos
170,Prender a respiração por 10 segundos e beber água a cada 15 minutos ajuda a prevenir o contágio por coronavírus.,1,https://colombiacheck.com/chequeos/sostener-la-respiracion-por-10-segundos-no-ayuda-identificar-infeccion-por-covid-19
171,A OMS recomendou a todos os países que declarem quarentena para combater Covid-19.,1,https://colombiacheck.com/chequeos/no-oms-no-recomendo-todos-los-paises-todos-los-paises-declararse-en-quarentena-para
172,"Putin repreende líderes mundiais em um vídeo, de acordo com as legendas em espanhol.",1,https://colombiacheck.com/chequeos/el-video-de-putin-con-subtitulos-falsos-en-espanol
173,O coronavírus vem de um laboratório biológico de Wuhan.,1,https://colombiacheck.com/chequeos/no-hay-evidencia-de-que-el-coronavirus-venga-de-un-laboratorio-biologico-de-wuhan
174,O Governo da Colômbia está entregando 350.000 pesos para ficar em casa.,1,https://colombiacheck.com/chequeos/no-gobierno-no-esta-entregando-350000-pesos-por-quedarse-en-casa
175,Primeiro caso de coronavírus na Colômbia.,1,https://lasillavacia.com/detector-caso-coronavirus-ibague-no-virus-china-75477
176,Confirmado o primeiro caso de coronavírus em Ibagué.,1,https://lasillavacia.com/detector-no-aun-no-hay-casos-confirmados-coronavirus-ibague-75809
177,"O presidente do Brasil, Jair Bolsonaro, tem coronavírus.",1,https://lasillavacia.com/detector-no-aun-no-se-sabe-si-jair-bolsonaro-tiene-coronavirus-75819
178,A água de alho cura o coronavírus.,1,https://lasillavacia.com/no-agua-ajo-no-cura-coronavirus-75820
179,O coronavírus não sobrevive mais de quatro minutos no calor.,1,https://lasillavacia.com/detector-no-hay-estudio-certifique-coronavirus-dura-cuatro-minutos-calor-75823
180,O Ministério da Saúde enviou um e-mail informando sobre o coronavírus.,1,https://lasillavacia.com/detector-no-minsalud-no-ha-enviado-ningun-correo-informando-sobre-coronavirus-75837
181,Há 30 casos de coronavírus em Barranquilla.,1,https://lasillavacia.com/detector-no-barranquilla-no-se-han-confirmado-30-casos-coronavirus-75860
182,Os gargarejos de água morna com sal curam o coronavírus.,1,https://lasillavacia.com/detector-no-las-gargaras-agua-tibia-sal-no-curan-coronavirus-75861
183,Tomar goles de água e prender a respiração por 10 segundos serve para evitar o coronavírus.,1,https://lasillavacia.com/detector-ni-tomar-sorbos-agua-ni-aguantar-respiracion-10-segundos-sirven-evitar
184,A China encontrou a vacina contra o coronavírus.,1,https://lasillavacia.com/detector-no-china-no-ha-encontrado-vacuna-contra-coronavirus-75881
185,O ibuprofeno potencializa o coronavírus.,1,https://lasillavacia.com/detector-no-hay-evidencia-cientifica-ibuprofeno-potencie-coronavirus-75906
186,O coronavírus já chegou a Tolima.,1,https://lasillavacia.com/detector-si-coronavirus-ya-llego-al-tolima-75900
187,O exército italiano transportou centenas de caixões desde Bergamo.,1,https://lasillavacia.com/detector-ejercito-italiano-si-transporto-cientos-feretros-desde-bergamo-75904
188,Há um menor de idade infectado por coronavírus em Valle.,1,https://lasillavacia.com/detector-si-ya-hay-menor-contagiado-coronavirus-valle-75912
189,Pessoas com sangue do tipo A são mais propensas a contrair Covid-19.,1,https://lasillavacia.com/detector-falta-evidencia-saber-si-personas-sangre-son-mas-propensas-covid19-75922
190,Foto de dezenas de caixões na Itália.,1,https://lasillavacia.com/detector-no-esta-foto-decenas-ataudes-italia-no-covid19-75926
191,O primeiro caso de coronavírus na Colômbia já foi curado.,1,https://lasillavacia.com/detector-si-ya-se-curo-primer-caso-coronavirus-colombia-75919
192,Pessoas com sangue A são mais propensas a contrair Covid-19.,1,https://lasillavacia.com/detector-falta-evidencia-saber-si-personas-sangre-son-mas-propensas-covid19-75922
