data,titulo,url,noticia
26 de novembro de 2020 17:54,Anvisa desmente declarações de Doria sobre CoronaVac,https://tercalivre.com.br/anvisa-desmente-declaracoes-de-doria-sobre-coronavac/,"A Agência Nacional de Vigilância Sanitária (Anvisa), desmentiu declarações do governador de São Paulo, João Doria, de que a Coronavac estaria sendo avaliada nos Estados Unidos, na Europa e Ásia.Conforme noticiou o Terça Livre, o tucano disse que pretende liberar a aplicação da vacina chinesa mesmo sem a aprovação da Anvisa.Pouco depois das declarações do tucano, a Agência emitiu nota esclarecendo que a vacina não está sendo testada nos EUA e na Europa.“A vacina CoronaVac está sendo testada na China, na Turquia, na Indonésia e no Brasil”, pontuou a Anvisa.O órgão também reiterou que, apesar das afirmações do governador de que a vacina esteja na “fase final”, o Instituto Butantan não entregou o resultado de nenhuma fase de pesquisa clínica com seres humanos.“Até o momento, a Anvisa recebeu somente dados pré-clínicos, que são dados anteriores aos testes com seres humanos, ao contrário do que foi afirmado, de que dados referentes à fase 3 já haviam sido entregues”, diz a nota encaminhada ao Terça Livre.“O registro de vacinas pela Anvisa tem como objetivo garantir à população brasileira que os requisitos técnicos necessários à fabricação e ao uso em massa da vacina sejam cumpridos”, diz ainda o texto."
7 de outubro de 2020 20:01,Coronavírus: China quer distribuição global para suas vacinas ,https://tercalivre.com.br/coronavirus-china-quer-distribuicao-global-para-suas-vacinas/,"O Governo chinês busca uma avaliação da Organização Mundial da Saúde (OMS) para que a venda de suas vacinas seja permitida em escala global. O pedido foi feito em coletiva de imprensa, realizada virtualmente, nesta terça-feira (6). A China em conversa com a OMS pediu para que a vacina contra o novo coronavírus, criada localmente, fosse incluída na lista de uso emergencial.  Aparentemente há um entrave. Os chineses aplicaram a vacina, em milhares de trabalhadores e outros grupos considerados de alto risco, antes do fim dos testes clínicos.A inclusão na lista emergencial da OMS permite que vacinas e tratamentos, ainda sem licença, sejam fornecidas em caso de risco de saúde pública. A lista facilita que países-membros da agência de compras da Organização Mundial da Saúde (ONU) adquiram as vacinas. As vacinas chinesas já estão sendo testadas no Brasil, Indonésia, Rússia e Emirados Árabes Unidos.Com informações: Agência BrasilComentário"
31 de agosto de 2020 20:06,Povo do Piauí banca até passagens aéreas de acompanhantes de deputados com Covid-19,https://tercalivre.com.br/povo-do-piaui-banca-ate-passagens-aereas-de-acompanhantes-de-deputados-com-covid-19/,"Ter direito a passagens áreas e diárias em hotéis durante seis dias. Não se trata de nenhuma promoção organizada por agência de turismo. São alguns dos benefícios concedidos pela Assembleia Legislativa do Estado do Piauí (Alepi) aos deputados estaduais que, uma vez acometidos da doença, decidam realizar o tratamento contra a Covid-19 em outro lugar.Assinado em junho, mas com repercussão na mídia no decorrer dos últimos dias, o ato legislativo informa que os parlamentares locais terão “assegurado o ressarcimento das despesas efetuadas no tratamento” contra o novo coronavírus. Ou seja: na prática, os deputados estaduais do Piauí não irão gastar um centavo caso tenham que travar luta contra o vírus chinês. A conta ficará com o contribuinte.A regra assinada pelo presidente da Alepi, Themístocles Filho (MDB), detalha que os deputados diagnosticados com Covid-19 poderão optar por realizar tratamento ao molde de passeio turístico. Afinal, cada parlamentar que tiver a doença poderá se tratar fora do estado. As passagens de ida e volta para até dois acompanhantes e diárias por seis dias sairão na faixa para o político em questão. E nesse período não há discriminação de valor.Caso o tratamento contra a Covid-19 faça com que o parlamentar piauiense e seus acompanhantes permaneçam por mais de seis dias fora do estado, ele não ficará desamparado no quesito hospedagem. Isso porque terá o direito a ressarcimento de até R$ 6 mil por mês.Os benefícios constam em ato da mesa diretora da Assembleia Legislativa do Piauí publicado no dia 17 de junho. “Excepcionalmente, por conta da pandemia do novo coronavírus, fica assegurado o ressarcimento das despesas efetuadas no tratamento do parlamentar que venha a ser acometido pela doença”, diz trecho da norma."
27 de agosto de 2020 15:04,Médicos entregam carta a Bolsonaro em defesa do tratamento precoce da Covid-19 com cloroquina,https://tercalivre.com.br/medicos-entregam-carta-a-bolsonaro-em-defesa-do-tratamento-precoce-da-covid-19-com-cloroquina/,"Um grupo de médicos entregou, na última segunda-feira (24), uma carta ao Presidente Jair Bolsonaro em que defendem o tratamento precoce contra a Covid-19 como forma de melhorar as chances de cura da doença.Na cerimônia, o presidente Bolsonaro agradeceu aos médicos presentes e ressaltou que muitas vidas podiam ter sido salvas se não fosse a politização da hridroxicloroquina.“O momento de salvar vida de alguém não tem preço. E os senhores, ao longo de suas vidas, salvaram as vidas de muitas pessoas, e no momento ímpar tiveram que decidir e não ficaram em cima do muro. Porque, pior que uma decisão mal tomada, é uma indecisão. Então, vocês salvaram sim, no meu entendimento, muitas, milhares e milhares de vidas pelo Brasil, e sem hidroxicloroquina. Não tivesse sido politizada, muito mais vidas poderiam ter sido salvas dessas 115 mil, a que o Brasil chegou neste momento”, declarou o Presidente.Os representantes do grupo discursaram, durante o encontro no Palácio do Planalto, e defenderam que experiências clínicas têm demonstrado sucesso a partir da estratégia de tratar já na apresentação dos primeiros sintomas.“Entendemos que a Covid-19 é uma doença que, hoje, tem tratamento, e a melhor resposta acontece quando abordada precocemente, como toda e qualquer doença. Nossas estratégias de tratamento são simples de ser aplicadas, são multiplicadas e, com elas, temos prevenido internações e evitado óbitos”, disse o médico Luciano Dias Azevedo.Segundo o médico, nos pacientes acolhidos desde os primeiros sintomas, a evolução é acompanhada sistematicamente e cada fase da doença é tratada o mais precoce possível. “Aprendemos, com o atendimento precoce, que atacar o vírus já na fase inicial da doença usando remédios simples, como a hidroxicloroquina, a azitromicina, o zinco, junto com outros medicamentos, torna essa doença mais branda e impede que a maioria dos doentes se agrave”, explicou Luciano Dias Azevedo.“Isso faz com que consigamos tratar a maioria dos pacientes, ainda que piorem, sem a necessidade de internação e no conforto dos seus lares”, disse o médico."
24 de agosto de 2020 20:36,Hospital das Clínicas de São Paulo desativa 30% das UTIs de covid-19,https://tercalivre.com.br/hospital-das-clinicas-de-sao-paulo-desativa-30-das-utis-de-covid-19/,"O Hospital das Clínicas (HC) de São Paulo desativou, nesta segunda feira(24), cem leitos de unidade de terapia intensiva (UTI) para Covid-19 dos 300 que eram disponibilizados anteriormente. Eles voltaram a ser leitos de enfermaria.Dos 200 leitos de UTI para Covid restantes, apenas cem estão ocupados.E dos 700 leitos de enfermaria que o Instituto Central do HC — parte do hospital que foi totalmente destinada ao tratamento do coronavírus — deixou prontos para a população, apenas 70, ou seja, 10% têm pacientes.A taxa de ocupação de leitos no Estado de São Paulo e na região metropolitana da capital está em 54% e vem caindo nas últimas semanas.Com informações, Revista OesteGraduando em Filosofia pela PUC-Rio, Católico e cultivador de uma narrativa que tenha sentido segundo a forma humana."
21 de agosto de 2020 19:51,China recomenda o uso de cloroquina no combate à Covid-19,https://tercalivre.com.br/china-recomenda-o-uso-de-cloroquina-no-combate-a-covid-19/,"Após meses de discussão sobre a eficácia da cloroquina, a Comissão Nacional de Saúde da China enfim recomendou o uso do remédio no tratamento de pacientes infectados pelo novo coronavírus.A informação foi divulgada pelo jornal South China Morning Post (SCMP) e reproduzida pelo jornal Folha de São Paulo.Em sua primeira atualização sobre o tratamento da doença, o órgão também citou outros medicamentos.“Outros medicamentos antivirais recomendados incluem interferon e arbidol, mas a ribavirina deve ser usada junto com lopinavir ou ritonavir”, destacou a comissão.O jornal ainda informa que o anúncio colocou a China no posto de “primeiro país a recomendar o uso de cloroquina para tratar pacientes com Covid-19”.As diretrizes da comissão chinesa não recomendaram o uso de hidroxicloroquina, ou o uso combinado dela com azitromicina.David Hui Shu-cheong, professor da Universidade Chinesa de Hong Kong e especialista em medicina respiratória, foi ouvido pelo SCMP. Ele disse que cloroquina e hidroxicloroquina são similares e que as diretrizes da comissão são “contraditórias”."
13 de agosto de 2020 19:01,Soros produzidos por cavalos têm anticorpos potentes para Covid-19,https://tercalivre.com.br/soros-produzidos-por-cavalos-tem-anticorpos-potentes-para-covid-19/,"Trabalhos iniciados em maio deste ano por pesquisadores brasileiros de várias instituições científicas verificaram que soros produzidos por cavalos para o tratamento da Covid-19 têm, em alguns casos, até 100 vezes mais potência em termos de anticorpos neutralizantes do vírus gerador da doença. A informação foi dada à Agência Brasil pelo coordenador do projeto, Jerson Lima Silva, do Instituto de Bioquímica Médica da Universidade Federal do Rio de Janeiro (UFRJ).Ele apresenta os resultados dos estudos hoje (13) à noite, durante simpósio sobre Covid-19 na Academia Nacional de Medicina (ANM). Na ocasião, Lima Silva anunciará também o depósito de patente para garantia do processo tecnológico produzido no Brasil e a submissão de publicação no MedRxiv, que é um repositório de resultados preprint, ou seja, pré-publicados. Silva é também presidente da Fundação de Amparo à Pesquisa do Estado do Rio de Janeiro (Faperj).Quando começou, o projeto visava a obter gamaglobulina purificada, material biológico mais elaborado do que soros antiofídicos e antitetânicos. Esse soro é chamado hiperimune ou gamaglobulina hiperimune porque os pesquisadores inocularam o antígeno, durante três semanas, nos plasmas de cinco cavalos do Instituto Vital Brazil (IVB), laboratório oficial do governo fluminense.Os animais foram inoculados com a proteína S recombinante do novo coronavírus, produzida no Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe/UFRJ) e, após 70 dias, os plasmas dos equinos apresentaram anticorpos neutralizantes 20 a 100 vezes mais potentes contra o novo coronavírus do que os plasmas de pessoas que tiveram Covid-19 e estão em convalescência, disse Jerson Lima Silva.Os resultados positivos levaram ao pedido de patente, relativo ao processo de produção do soro anti-Covid-19, a partir da glicoproteína da espícula (coroa) do vírus com todos os domínios, preparação do antígeno, hiperimunização dos equinos, produção do plasma hiperimune, produção do concentrado de anticorpos específicos e do produto finalizado, após a sua purificação por filtração esterilizante e clarificação, envase e formulação final. O trabalho científico envolve parceria da UFRJ, IVB, Coppe/UFRJ e Fundação Oswaldo Cruz (Fiocruz). “Estamos juntando a expertise de várias pessoas”.Jerson Lima Silva afirmou que o resultado da inoculação nos cavalos foi uma grande surpresa para os pesquisadores. “Os animais nos deram uma resposta impressionante de produção de anticorpos. Inoculamos em cinco e agora estamos expandindo para mais cavalos”. Quatro dos cinco equinos responderam muito rapidamente. “O quinto (animal), assim como acontece nos humanos, teve uma resposta mais demorada, mas também respondeu produzindo anticorpos”. Os cavalos do Instituto Vital Brazil estão em uma fazenda do laboratório, no município de Cachoeiras de Macacu, região metropolitana do Rio de Janeiro.Os estudos comprovaram que o soro produzido por cavalos para tratamento da Covid-19 é superior ao feito com plasma de doentes convalescentes. “A gente vê que o nosso anticorpo do cavalo, em alguns casos, é próximo de 100 vezes mais alto. Entre 50 e 100 vezes”. Isso significa que os anticorpos produzidos pelos animais neutralizam o vírus da Covid-19 com até 100 vezes mais potência, “mesmo quando a gente vai para a preparação final dos soros”."
10 de agosto de 2020 17:30,Covid-19: Unimed Belém vê taxa de ocupação de leitos despencar após distribuir kits com cloroquina,https://tercalivre.com.br/covid-19-unimed-belem-ve-taxa-de-ocupacao-de-leitos-despencar-apos-distribuir-kits-com-cloroquina/,"A Unimed do Pará já tratou aproximadamente 55 mil pessoas com a Covid-19 utilizando cloroquina e afirma não ter registro de nenhuma morte súbita devido ao uso do medicamento.É o que mostrou a infectologista Vânia Brilhante, coordenadora da Central de Abastecimento da Unimed Belém durante live com o jornalista Alexandre Garcia (“COVID 19: TRATAMENTO PRECOCE SALVA VIDAS” ).Ela relatou como viu as clínicas da Unimed em Belém colapsarem e se reestruturarem após o protocolo de tratamento com a cloroquina.De acordo com Vânia, as unidades da Unimed têm capacidade de oferecer atendimento para até 1.500 pacientes por dia.Em épocas atípicas (sazonalidades), o atendimento chega a 2.400 pacientes/dia. “Durante o colapso (falta de leitos devido às infecções pelo vírus chinês), esse número chegou a ser absurdo. Pacientes leves e moderados não puderam ser atendidos, o que acabou colapsando nosso sistema”, disse Vânia.“Eu vi pacientes morrendo em cadeiras. Vi paciente chegando morto dentro do carro com a família. Minhas unidades estavam todas lotadas, minhas UTI’s e enfermarias estavam todas lotadas. Não tinha nem cadeiras para sentar”.Foi no dia 8 de maio que a Unimed do Pará abriu então a Policlínica Unimed para atender casos leves da Covid-19, encaminhados pelas unidades de urgência e emergência."
29 de julho de 2020 17:09,China está reescrevendo os fatos sobre o Covid-19 para se adequar à sua própria narrativa,https://tercalivre.com.br/china-esta-reescrevendo-os-fatos-sobre-o-covid-19-para-se-adequar-a-sua-propria-narrativa/,"China está reescrevendo os fatos sobre o Covid-19 para se adequar à sua própria narrativa. O programa Panorama, da BBC, mostrou como o governo de Xi Jinping tentou esconder a verdade sobre a disseminação do coronavírus. A China já esteve aqui antes. Durante a crise de Sars, em 2002 e 2003, ocultou casos, censurou médicos e reteve informações do mundo por quatro meses. Quase 800 pessoas morreram.O coronavírus,  sucessor de Sars, apareceu e até agora causou mais de 600.000 mortes e mais de 16 milhões de infecções em todo o mundo. O governo chinês diz que tem sido “aberto, transparente e responsável” por toda parte; seus críticos dizem não ser aberto, transparente ou responsável o suficiente para evitar desastres.Depois de Sars, a China construiu uma rede nacional de vigilância de doenças e uma grande capacidade de biociência. Investiu em pesquisas sobre coronavírus de morcego. Os chefes de controle de doenças disseram que isso poderia impedir outro surto. Mas, em 2020, nenhum desses preparativos foi suficiente para compensar os riscos provenientes de outras direções: políticas ditatoriais de cima para baixo cada vez mais rígidas dentro da China e uma população que viaja com vôos diretos de Wuhan, o primeiro epicentro da pandemia.Em dezembro passado, os pacientes começaram a aparecer nos hospitais de Wuhan com sintomas de pneumonia que não responderam ao tratamento. Os médicos foram rápidos em enviar amostras para o sequenciamento genético, que logo revelou um coronavírus muito parecido com Sars.Cientistas chineses alertaram que o novo vírus também era contagioso, espalhado por gotículas respiratórias e nas superfícies, mas, tanto em Wuhan quanto em Pequim, as autoridades de saúde procuraram minimizar a história. Primeiro insistindo que não havia razão para suspeitar que o vírus foi transmitido por seres humanos e depois que o risco era baixo.Os médicos da linha de frente não concordaram. Eles tentaram avisar um ao outro nas redes sociais, mas foram rapidamente silenciados, alguns forçados a assinar confissões policiais de que haviam espalhado informações erradas.O microbiologista de Hong Kong, Prof. Yuen Kwok-yung , ajudou a identificar Sars em 2003. Assim que viu as postagens de Wuhan nas redes sociais, ele pediu ao governo de Hong Kong que tomasse precauções de saúde pública. Ele disse à Panorama: “Se você não usa todo tempo, está enfrentando grandes problemas”."
27 de julho de 2020 19:08,Universidades federais conduzem mais 1.250 pesquisas sobre covid-19,https://tercalivre.com.br/universidades-federais-conduzem-mais-1-250-pesquisas-sobre-covid-19/,"Levantamento da Associação Nacional dos Dirigentes das Instituições Federais de Ensino Superior (Andifes) indica que 1.260 pesquisas sobre covid-19 estão sendo conduzidas em universidades federais de todo o país. O número é bastante superior ao contabilizado em maio, de 823, salientando que o protagonismo da ciência tem ganhado força durante a pandemia do novo coronavírus. Para o cálculo, foram consideradas as respostas que 68 instituições encaminharam à entidade.O empenho dos pesquisadores tem resultado também em outras ações, como a testagem para detecção da doença infecciosa. Já se contam 71 atividades desse tipo, que totalizaram 56.956 testes.Outra contribuição das universidades federais é referente ao tratamento de pacientes. O total de leitos próprios das instituições, somado ao de leitos viabilizados em parcerias para a construção e a operacionalização de hospitais de campanha, é de 2.502, sendo 656 de Unidade de Terapia Intensiva (UTI).Para as universidades públicas, uma via escolhida para atender a população quanto as demandas próprias da pandemia consiste em formar redes com a participação de gestores locais. Ao todo, já foram firmadas 255 parcerias com prefeituras e 112 parcerias com governos estaduais.Além disso, as comunidades acadêmicas estão dedicando tempo à produção de equipamentos de proteção individual (EPI). Segundo o balanço da Andifes, já são 251.034 protetores faciais, 103.848 máscaras de pano, 12,5 mil viseiras de proteção, 29 mil pares de luvas, 20,2 mil unidades diversas, 6,6 mil aventais, 2 mil capuzes e 10 mil toucas, que se somam a 300 sacos de lixo de 100 litros de capacidade, 227 sondas nasotraqueais, 1.028.108 litros de álcool gel e 915 mil litros de álcool líquido.O poder de mobilização das universidades também fica evidente ao se analisar a quantidade de campanhas educativas promovidas por elas, que chegam a 1.226. Paralelamente, as instituições organizaram 482 ações solidárias.Informações: Agência Brasil"
18 de julho de 2020 02:47,Governo pede à Fiocruz que divulgue cloroquina para tratamento inicial de covid-19,https://tercalivre.com.br/governo-pede-a-fiocruz-que-divulgue-cloroquina-para-tratamento-inicial-de-covid-19/,"O Ministério da Saúde solicitou à Fiocruz, nessa quinta-feira (16/7), que recomende e divulgue o uso da hidroxicloroquina e cloroquina no tratamento precoce de pacientes com covid-19.Em nota divulgada ontem, a entidade confirmou o recebimento do ofício e informou que “está ciente das orientações do governo sobre o uso ‘off label’ (quando o remédio é utilizado para uma indicação diferente daquela que foi autorizada pelo órgão regulatório) da cloroquina e da hidroxicloroquina contra a covid-19″.A instituição também informou que “entende ser de competência dos médicos sua possível prescrição”.Na semana passada um site reuniu 53 estudos internacionais de vários grupos científicos sobre o tratamento da cloroquina para o Covid-19 e identificou que os casos em que a utilizaram de maneira precoce, ou seja, no início do tratamento, 100% deles deram resultados positivos para uma melhora do quadro clínico.Aqueles casos que deram algum resultado negativo, foram os que utilizaram o medicamento já em um estágio avançado da doença. Nesses casos específicos onde não trouxeram nenhum resultado positivo, também não trouxeram nenhum resultado negativo.O medicamento ajuda no combate à doença provocada pelo coronavírus, isso porque ele age nas células, bloqueando os mecanismos de ação do vírus. Ainda, inibe a replicação viral ao alterar a capacidade da célula de produzir proteína. Quando a célula passa a produzir menos proteína, a replicação viral enfraquece. Portanto, a doença é mais branda.O Governo brasileiro já recebeu dos EUA 2 milhões de comprimidos de hidroxicloroquina."
6 de julho de 2020 08:09,Brasil se aproxima de 1 milhão de recuperados de Covid-19,https://tercalivre.com.br/brasil-se-aproxima-de-1-milhao-de-recuperados-de-covid-19/,"De acordo com os dados oficiais de hoje (6/7) do site do Ministério da Saúde, o número de recuperados do novo coronavírus no Brasil é de 906.286. Os casos em tratamento atualmente somam 631.902.Foram confirmados 1.603.055 casos no país e 26.051 são novas ocorrências.Os óbitos até o presente são 64.867.Estudante de artes, filosofia e ciências. Jornalista, crítico de arte e escritor. Escrevo por amor e nas horas vagas salvo o mundo.Twitter: @RicardoRoveranComentário"
8 de junho de 2020 19:30,Martin Landray fala sobre o tratamento do Covid-19,https://tercalivre.com.br/martin-landray-fala-sobre-o-tratamento-do-covid-19/,"O professor Martin Landray, destacado para direção de testes para o tratamento do novo coronavírus, concedeu uma entrevista ao site FranceSoir no sábado (6/6).Membros da associação Docentes Pela Liberdade (DPL) traduziram a entrevista na íntegra e enviaram ao Terça Livre para publicação no Brasil.Confira abaixo a tradução do DPL:Cinco de junho, em um comunicado de imprensa, o Recovery, teste clínico com 11.000 pacientes no Reino Unido, anuncia que a hidroxicloroquina não está funcionando e que será retirada do teste com efeito imediato.O último relatório provisório do teste foi publicado em 28 de maio de 2020 e o próximo seria anunciado apenas em 11 de junho de 2020. O anúncio, feito horas após a retirada do estudo falho do The Lancet, pegou os observadores de surpresa. Como resultado, o tratamento com hidroxicloroquina é interrompido para todos os pacientes e não haverá mais inclusão dos pacientes com este tratamento no ensaio clínico. Assim como fizemos nos outros estudos, solicitamos uma entrevista com os corresponsáveis do teste e Martin Landray concordou em responder às nossas perguntas na sexta-feira, 5 de junho, às 20h00. A entrevista foi conduzida em inglês, revisada por Martin Landray, e depois traduzida para o francês.Fim do jogo para a hidroxicloroquina na Grã-Bretanha, apesar dos elementos mais do que surpreendentes abordados no artigo “Diversos: suicídio do teste Recovery para hidroxicloroquina“.A hidroxicloroquina ainda não fez seu Brexit, e a história pode sofrer algumas reviravoltas."
25 de maio de 2020 15:58,OMS suspende estudo que testava hidroxicloroquina contra o coronavírus,https://tercalivre.com.br/oms-suspende-estudo-que-testava-hidroxicloroquina-contra-o-coronavirus/,"A Organização Mundial da Saúde (OMS) suspendeu os testes com a hidroxicloroquina em pacientes com covid-19, informou hoje (25) o diretor-geral da OMS, Tedros Adhanom Ghebreyesus.A decisão foi tomada por “questões de segurança” de acordo com a OMS.“O grupo executivo tem implementado uma pausa temporária do ramo da hidroxicloroquina no estudo Solidarity, enquanto os dados de segurança são revisados ​​pelo conselho de monitoramento de segurança de dados”, disse Tedros em uma entrevista online.Ele afirmou que os outros ramos do estudo – uma importante iniciativa internacional para realizar testes clínicos de possíveis tratamentos para o vírus – continuam.Na semana passada, o Ministério da Saúde incluiu a cloroquina, e seu derivado hidroxicloroquina, no protocolo de tratamento para pacientes com sintomas leves de covid-19 no Brasil.De acordo com o novo protocolo, cabe ao médico a decisão sobre prescrever ou não a substância, sendo necessária também a vontade declarada do paciente, com a assinatura do Termo de Ciência e Consentimento.""The Executive Group has implemented a temporary pause of the hydroxychloroquine arm within the Solidarity Trial while the data is reviewed by the Data Safety Monitoring Board""-@DrTedros #COVID19"
24 de maio de 2020 20:27,Marcos Eberlin na Rádio Cacique: coronavírus e hidroxicloroquina,https://tercalivre.com.br/marcos-eberlin-na-radio-cacique-coronavirus-e-hidroxicloroquina/,"Ouçam o que disse Marcos Eberlin, que conta com 25 mil citações científicas, à Rádio Cacique da baixada santista hoje (24/5), sobre o tratamento do coronavírus com hidroxicloroquina.Marcos Nogueira Eberlin, mais conhecido como Marcos Eberlin, é um químico brasileiro, cientista, ex-professor do Instituto de Química da Universidade Estadual de Campinas. É membro da Academia Brasileira de Ciências e recebeu a Ordem Nacional do Mérito Científico em 2005. Em 2016 Eberlin recebeu a Medalha Thomson.“Olá Guilherme, Carlos, todos os ouvintes da Rádio Cacique em santos jornal hora certa, privilégio estar falando com vocês apresentando um resumo da nossa luta a favor do tratamento correto e precoce dos doentes com covid com a hidroxicloroquina.Eu tenho certeza absoluta que estamos salvando vidas e que isso realmente esta funcionando não, mas as indicações são muito robustas, há estudos na Índia, Senegal, Turquia, China, Itália, Portugal.Didier Raoult um grande pesquisador, o índice H dele é 174 mais de 60 mil citações então é realmente do ponto de vista de prestígio científico é muito grande e tratou na frança os pacientes em Marselha com a hidroxicloroquina e apresentou 5 vezes menos mortalidade com a cidade que está ali do lado, Paris submetida às mesmas condições.Então nós temos também médicos no Brasil que tomaram, administram a droga, relatos e mais relatos, e há um principio em justiça que diz “in dubio pro reo”, temos dúvidas ainda?Temos mas a perspectiva é muito boa, os efeitos colaterais quando aplicados para pacientes corretos no momento certo são mínimas, são desprezíveis inclusive, então não há porque não tentarmos, se errarmos estamos tentando salvar vidas e se o resultado não for positivo a droga é praticamente inócua."
24 de maio de 2020 08:30,Coronavírus: médicos santarenos publicam carta aberta à população brasileira,https://tercalivre.com.br/coronavirus-medicos-santarenos-publicam-carta-aberta-a-populacao-brasileira/,"Noventa e um médicos de Santarém, município do Pará, publicaram ontem (23/5), uma carta aberta à população brasileira para orientar e informar sobre o tratamento do coronavírus (covid-19).A carta cita o uso de protocolos médicos com sete remédios indicados para o tratamento da enfermidade, entre eles a hidroxicloroquina e azitromicina.“Virologistas e especialistas de vários países (Espanha, Índia, França, Israel, Russia e EUA) indicam este tratamento.“, dizem os médicos que assinam a carta, mas também afirmam que existem “efeitos benéficos e adversos dessas medicações” e ressaltam que para o tratamento é necessário e importante o acompanhamento médico.“A população deve ficar tranquila com a decisão do médico em prescrever, e a autonomia do paciente em aceitar, na qual, essa decisão conjunta estará respaldada pelo Conselho Federal de Medicina (CFM), sob o Parecer nº 04/2020 e pelo Ministério da Saúde.“, concluem os médicos que assinam a carta.Aos profissionais de Saúde e população Santarena a respeito do CORONAVIRUSNós Médicos Santarenos, nos dirigimos à população para orientar e informar sobre o tratamento da COVID-19.Neste momento de CAOS onde o embate científico é inevitável, sabemos que não se tem ainda a CURA para essa doença. Porém os remédios hoje utilizados apresentam estudos com certa eficácia e são comuns na rotina médica diária."
18 de maio de 2020 19:30,Prefeito de Mirandópolis (SP) autoriza Departamento de Saúde a usar cloroquina contra a Covid-19,https://tercalivre.com.br/prefeito-de-mirandopolis-sp-autoriza-departamento-de-saude-a-usar-cloroquina-contra-a-covid-19/,"Enquanto o governador de São Paulo, João Doria, afirma que o estado não vai receitar cloroquina para pacientes com sintomas leves de Covid-19 caso a medida seja estabelecida pelo governo federal, o prefeito de Mirandópolis, no interior do estado, assina portaria autorizando que o Departamento Municipal de Saúde use hidroxicloroquina e azitromicina no tratamento da doença.“É hora de salvarmos vidas!”, escreveu o prefeito Everton Sodario em sua rede social ao divulgar a portaria.A cidade de Mirandópolis possui pouco mais de 29 mil habitantes e, até o momento, contabiliza 33 casos positivos de coronavírus, 27 curados, 51 casos negativos e três óbitos, de acordo com as informações da prefeitura.Ontem (17), o prefeito de Mirandópolis disse que determinou ao Departamento de Saúde que providenciasse a compra da Cloroquina.“Nos próximos dias iremos autorizar a utilização da mesma nas unidades de saúde municipal, visto que já está comprovada a sua eficácia no combate ao coronavírus”, escreveu no Twitter.Já João Doria afirmou hoje, durante entrevista coletiva, que não irá “receitar” cloroquina por decreto.“Não se prescreve receita por decreto. São Paulo não vai aceitar que, por decreto, se estabeleça receituário médico. Nenhuma parte do mundo se trata saúde por decreto ou medida de ordem política”, afirmou o tucano."
18 de maio de 2020 14:02,Governo Federal zera impostos de medicamentos utilizados em pacientes de Covid-19,https://tercalivre.com.br/governo-federal-zera-impostos-de-medicamentos-utilizados-em-pacientes-de-covid-19/,"Mais 118 produtos utilizados no combate à pandemia da Covid-19 no Brasil tiveram o Imposto de Importação reduzido a zero por decisão da Câmara de Comércio Exterior (Camex), órgão interministerial presidido pelo Ministério da Economia.A medida, aprovada em reunião virtual do Comitê Executivo de Gestão da Camex (Gecex), inclui mais de 80 medicamentos utilizados no tratamento de pacientes hospitalizados e no combate direto ao coronavírus, atendendo a demanda do Conselho Nacional das Secretarias Municipais de Saúde e parâmetros da Organização Mundial da Saúde (OMS).A Resolução Nº 44/2020 do Gecex, que foi publicada nesta segunda-feira (18/5), no Diário Oficial da União, abrange produtos classificados em 55 códigos da Nomenclatura Comum do Mercosul (NCM). Com a nova lista, chega a 509 o número de produtos que tiveram tarifa de importação reduzida a zero para o combate à pandemia, em um total de sete resoluções do colegiado (Nos. 17, 22, 28, 31, 32, 33, e 44) com esse objetivo.A relação de itens com tarifa zerada contempla substâncias com um vasto campo de aplicação terapêutica, como a prednisona, indicada para o tratamento de doenças endócrinas, osteomusculares, alérgicas e oftálmicas.O Governo Federal zera impostos sobre medicamentos em teste para Covid-19. A isenção da alíquota do Imposto de Importação versa sobre mais de 100 medicamentos, como antirretrovirais e antivirais, afim de facilitar leques de estudos no combate ao vírus. Detalhes @MinEconomia— Jair M. Bolsonaro (@jairbolsonaro) May 18, 2020"
12 de maio de 2020 19:27,"Uso de cloroquina com azitromicina no tratamento da covid-19 está liberado, anuncia Bolsonaro",https://tercalivre.com.br/uso-de-hidroxicloroquina-com-azitromicina-no-tratamento-da-covid-19-esta-liberado-afirma-bolsonaro/,"O presidente Jair Bolsonaro anunciou no fim da tarde desta terça-feira (12) em entrevista aos jornalistas no Palácio da Alvorada, que o uso da hidroxicloroquina está liberado no combate ao coronavírus.Bolsonaro enfatizou que a liberação do uso do medicamento é um pedido do povo. “O Conselho Federal de Medicina autorizou, conversei com o ministro da Saúde hoje, está autorizado o uso da hidroxicloroquina com azitromicina”, declarou.“Então quem tiver um parente acometido [pela covid-19] chegando ao hospital faça solicitação para ser tratado desta forma”, acrescentou o presidente.Esposa, jornalista, tupãense e católica. 23 anos.ComentárioNome * E-mail * "
