link, data, titulo, texto, verdadeira, origem 
https://checamos.afp.com/reporter-com-traje-de-protecao-fazia-materia-sobre-fabrica-de-roupas-para-profissionais-da-saude,08 abril 2021 às 16:52,A repórter com traje de proteção fazia matéria sobre fábrica de roupas para profissionais da saúde,"A foto de uma jornalista com equipamentos de proteção em frente a uma câmera, enquanto o cinegrafista que a filma vestia roupas usuais, voltou a ser compartilhada nas redes em abril de 2021 com a afirmação de que esse é um exemplo de como a mídia fabrica pânico durante pandemia de covid-19. Mas a imagem, de março de 2020, foi registrada durante a realização de uma reportagem sobre uma fábrica local de roupas de proteção para profissionais da saúde, na qual a repórter experimentou um dos trajes para demonstrá-lo em uma aparição ao vivo.",0,site
https://checamos.afp.com/cidade-de-chapeco-nao-esvaziou-leitos-de-uti-com-tratamento-precoce-contra-covid-19,07 abril 2021 às 18:26,Cidade de Chapecó não “esvaziou” leitos de UTI com tratamento precoce contra covid-19,"Publicações compartilhadas dezenas de milhares de vezes em redes sociais desde o início de abril asseguram que a cidade de Chapecó, em Santa Catarina, zerou o número de pacientes com covid-19 em Unidades de Tratamento Intensivo com o chamado “tratamento precoce”. Isso é falso. A média de internados em UTI com a doença na cidade nos primeiros dias de abril é superior à vista no mesmo período dos outros meses de 2021. Chapecó registrou, na verdade, uma queda no número de casos ativos de covid-19 entre março e abril, mas não é possível afirmar que isso tenha sido consequência do tratamento precoce.",0,site
https://checamos.afp.com/protesto-da-policia-francesa-contra-declaracoes-do-ministro-do-interior-e-tirado-de-contexto,06 abril 2021 às 16:48,Protesto da polícia francesa contra declarações do ministro do Interior é tirado de contexto,"Um vídeo em que várias pessoas, algumas fardadas e portando armas, jogam algemas no chão, acompanhada da alegação de que policiais franceses militares e civis decidiram ficar “ao lado da população” e não fechar comércios, foi compartilhada mais de 285 mil vezes nas redes sociais desde o último dia 1º de abril. Mas isso é falso. Na gravação de junho de 2020, um homem explica que se trata de um protesto em reação aos comentários feitos pelo então ministro do Interior Christophe Castaner.",0,site
https://checamos.afp.com/cena-de-manequins-em-sacos-nao-mostra-mortos-da-fraudemia-mas-os-bastidores-de-clipe-russo,01 abril 2021 às 17:47,"Cena de manequins em sacos não mostra “mortos da fraudemia”, mas os bastidores de clipe russo","Um vídeo de manequins em sacos plásticos e colocados dentro de um caminhão de lixo foi compartilhado mais de 113 mil vezes nas redes sociais desde o último 29 de março com a alegação de que eles seriam usados na montagem de uma cena “terrível” de mortos com o objetivo de gerar medo na população em meio à pandemia de covid-19. No entanto, os bonecos foram usados no videoclipe do rapper russo Husky, filmado na Rússia e lançado em setembro de 2020. ",0,site
https://checamos.afp.com/e-falsa-mensagem-sobre-uma-suposta-producao-de-vacina-pela-fiocruz-com-israel,01 abril 2021 às 14:46,É falsa a mensagem sobre uma suposta produção de vacina pela Fiocruz com Israel,"Uma mensagem que afirma que a Fiocruz estaria produzindo, em sigilo, o ingrediente farmacêutico ativo (IFA) e uma vacina, que já seria 100% nacional, e contaria com a supervisão de cientistas de Israel, foi compartilhada mais de 4,5 mil vezes nas redes sociais desde o último dia 19 de março. Além disso, o texto indica que só poderiam entrar na fábrica pessoas autorizadas pelo vice-presidente, o general Hamilton Mourão. À AFP, a Fiocruz e a assessoria do vice-presidente desmentiram essas alegações.",0,site
https://checamos.afp.com/nebulizacao-com-hidroxicloroquina-nao-tem-eficacia-comprovada-para-tratamento-da-covid-19,30 março 2021 às 15:11,Nebulização com hidroxicloroquina não tem eficácia comprovada para tratamento da covid-19,"Publicações que promovem a nebulização com hidroxicloroquina no tratamento da covid-19 circulam nas redes sociais desde 25 de fevereiro passado, com mais de 33 mil compartilhamentos. No entanto, não há nenhum estudo científico que comprove a eficácia do procedimento e, segundo especialistas consultados pela AFP, o procedimento pode agravar o quadro da doença. ",0,site
https://checamos.afp.com/cidades-chinesas-ficaram-em-isolamento-por-ate-dois-meses-em-meio-covid-19,30 março 2021 às 14:05,Cidades chinesas ficaram em isolamento por até dois meses em meio à covid-19,"Publicações que afirmam que “idiotas” estariam fazendo quarentena enquanto a China está “trabalhando a todo vapor” apesar da pandemia de coronavírus foram compartilhadas mais de 13,1 mil vezes nas redes sociais desde o início de março de 2021. Mas essa afirmação é falsa. Como primeiro país afetado pela covid-19, diversas cidades chinesas ficaram isoladas por meses até que os casos fossem contidos. As autoridades de saúde do país afirmam que em 30 de março de 2021 foram registrados oito novos casos, todos importados, e o número de mortos no país é de pouco mais de 4.600.",0,site
https://checamos.afp.com/medicos-nao-foram-proibidos-de-prescrever-tratamentos-sem-eficacia-comprovada-anti-covid,25 março 2021 às 11:19,Médicos não foram proibidos de prescrever tratamentos sem eficácia comprovada anti-covid,"Circula nas redes sociais desde 16 de março um vídeo no qual um homem que não se identifica denuncia que os infectologistas brasileiros assinaram um documento em que se comprometeram a não prescrever o chamado “tratamento precoce” contra a covid-19. Essa alegação, compartilhada mais de 1.300 vezes, é falsa. Apesar de alertarem para a falta de evidência científica desse tipo de medicação, o Ministério da Saúde e a Sociedade Brasileira de Infectologia negaram a existência da proibição.  ",0,site
https://checamos.afp.com/checamos-o-pronunciamento-de-bolsonaro-sobre-acoes-do-governo-contra-covid-19,24 março 2021 às 19:55,Checamos o pronunciamento de Bolsonaro sobre as ações do governo contra a covid-19,"Em pronunciamento em rede nacional no último dia 23 de março, o presidente Jair Bolsonaro citou as ações que o governo federal tomou para lidar e conter a pandemia de covid-19 no país, e se solidarizou com as famílias das quase 300 mil vítimas da doença no Brasil. Abaixo, o AFP Checamos analisou algumas declarações do mandatário durante o seu discurso.",0,site
https://checamos.afp.com/checamos-afirmacao-que-equivale-o-numero-de-obitos-por-covid-19-no-brasil-liberacao-de-leitos,23 março 2021 às 17:25,Checamos a afirmação que equivale o número de óbitos por covid-19 no Brasil à liberação de leitos,"Publicações compartilhadas mais de 17,2 mil vezes nas redes sociais desde o último 16 de março questionam o motivo pelo qual milhares de leitos não são liberados diariamente se o Brasil tem registrado mais de 2 mil mortes diárias pela doença. Mas essa suposição é enganosa, pois o número de infectados supera a capacidade hospitalar do país e, segundo uma especialista, os óbitos por covid-19 não se registram exclusivamente em hospitais.",0,site
https://checamos.afp.com/esta-cena-de-um-hospital-apos-um-incendio-foi-registrada-em-2010-imprensa-noticiou-o-caso,19 março 2021 às 10:23,Esta cena de um hospital após um incêndio foi registrada em 2010; a imprensa noticiou o caso,"Uma foto de pessoas deitadas em macas e aglomeradas no que parece ser a entrada de um hospital foi compartilhada mais de 15 mil vezes nas redes sociais desde o final de fevereiro de 2021 com a afirmação de que a cena foi registrada em 2016. As postagens ironizam dizendo que, naquela época, a saúde estava “bem” e que a imprensa não noticiou nada a respeito. Mas isto é falso: a foto foi tirada em abril de 2010, após um princípio de incêndio e um apagão atingirem o Instituto Doutor José Frota, em Fortaleza, levando à evacuação do local. Além disso, a imprensa publicou matérias sobre o ocorrido.",0,site
https://checamos.afp.com/homem-filmado-sem-mascara-em-bar-nao-e-o-ex-presidente-lula,19 março 2021 às 10:02,Homem filmado sem máscara em bar não é o ex-presidente Lula,"Um vídeo que supostamente mostra o ex-presidente Luiz Inácio Lula da Silva (PT) flagrado por um homem enquanto está em um bar, sem máscara, durante a pandemia de covid-19, foi compartilhado milhares de vezes em redes sociais desde setembro de 2020. O vídeo, que voltou a circular em março deste ano, não mostra, contudo, o petista. O protagonista da gravação abordou, na verdade, Wagner Pires de Sá, ex-presidente do time de futebol Cruzeiro.",0,site
https://checamos.afp.com/mulher-fotografada-enquanto-se-vacina-contra-covid-19-nao-perdeu-o-bebe-dias-depois,18 março 2021 às 17:13,A mulher fotografada enquanto se vacina contra a covid-19 não perdeu o bebê “dias depois”,"Uma mulher vestida com um uniforme médico sorri para a câmera enquanto segura uma ultrassonografia na mão esquerda. No braço direito, recebe uma injeção. Essa imagem somou centenas de interações desde o início de fevereiro, em publicações que afirmam que, após ser vacinada, perdeu o seu bebê de 14 semanas. Mas, na verdade, a protagonista da cena não é a mesma identificada nas postagens e, além disso, ela confirmou em suas redes sociais que está saudável e que sua gestação evolui normalmente após ter sido vacinada contra a covid-19.",0,site
https://checamos.afp.com/declaracoes-de-emissario-da-oms-sobre-lockdown-foram-tiradas-de-contexto,17 março 2021 às 13:19,Declarações de emissário da OMS sobre lockdown foram tiradas de contexto,"Publicações compartilhadas mais de 20 mil vezes em redes sociais, pelo menos desde o dia 4 de março, tiram de contexto uma declaração de um funcionário da Organização Mundial de Saúde (OMS), David Nabarro, sugerindo que a entidade é contrária ao lockdown para controlar a pandemia do novo coronavírus. Na verdade, ele alertou para as consequências da medida, mas reconheceu sua utilidade em casos em que a transmissão do vírus está fora de controle.",0,site
https://checamos.afp.com/foto-em-que-um-pm-apreende-produtos-de-uma-ambulante-e-de-2016-sem-relacao-com-pandemia,17 março 2021 às 12:27,"A foto em que um PM apreende produtos de uma ambulante é de 2016, sem relação com a pandemia","Publicações que mostram uma vendedora ambulante tentando impedir que um policial militar apreenda o seu recipiente térmico somaram mais de 134,4 mil interações nas redes sociais desde o último dia 11 de março. Segundo os usuários, a ação fez parte das medidas adotadas por governadores e prefeitos para enfrentar a pandemia de covid-19. Mas a foto viralizada foi registrada em setembro de 2016, durante uma manifestação contra o então presidente Michel Temer.",0,site
https://checamos.afp.com/ilustracao-com-frase-de-lula-sobre-gripe-em-cabra-macho-era-metafora-para-crise-financeira,16 março 2021 às 17:21,Ilustração com frase de Lula sobre gripe em “cabra macho” era metáfora para a crise financeira,"Uma imagem do ex-presidente Lula acompanhada por uma frase dita por ele supostamente minimizando a pandemia da gripe A H1N1 foi compartilhada mais de 30,8 mil vezes nas redes sociais desde o início de janeiro. Mas a ilustração viralizada foi publicada na revista Veja em 1º de abril de 2009, quando sequer havia casos da chamada gripe suína no Brasil, e Lula fazia referência à crise financeira internacional.",0,site
https://checamos.afp.com/fotos-de-protestos-antigos-voltam-circular-apos-atos-pro-bolsonaro-de-14-de-marco,16 março 2021 às 17:18,Fotos de protestos antigos voltam a circular após atos pró-Bolsonaro de 14 de março,"Imagens de multidões vestindo as cores verde e amarelo foram compartilhadas dezenas de milhares de vezes em redes sociais desde 14 de março, quando diversas cidades registraram manifestações a favor do presidente Jair Bolsonaro e contra as medidas de restrição adotadas por governadores devido à pandemia. “Alguém viu isso na TV?”, questionou um usuário. No entanto, ao menos quatro das fotos viralizadas são anteriores a estes protestos e foram feitas, inclusive, antes da detecção do novo coronavírus.",0,site
https://checamos.afp.com/e-enganosa-comparacao-entre-o-risco-de-morrer-por-covid-e-de-um-asteroide-colidir-com-terra,16 março 2021 às 16:49,É enganosa a comparação entre o risco de morrer por covid e de um asteroide colidir com a Terra,"Publicações compartilhadas milhares de vezes em múltiplos idiomas desde outubro de 2020 garantem que o risco da Terra ser atingida por um asteroide é mais alto do que o de uma pessoa morrer devido ao novo coronavírus. Os usuários se baseiam em um suposto dado da Nasa, que teria afirmado que “as probabilidades da Terra ser atingida por um asteroide são de 0.042%”. No entanto, a Nasa nunca forneceu este número. Além disso, não é pertinente calcular um risco médio de morte devido à covid-19, uma vez que isso depende de múltiplos fatores.",0,site
https://checamos.afp.com/imagens-de-acao-da-pf-em-sergipe-circulam-como-se-fossem-em-secretaria-de-saude-no-maranhao,15 março 2021 às 16:41,Imagens de ação da PF em Sergipe circulam como se fossem em Secretaria de Saúde no Maranhão,"Fotos e vídeos de quantias de dinheiro apreendidas pela Polícia Federal (PF) viralizaram nas redes sociais desde o último dia 3 de março com a afirmação de que retratavam uma operação contra desvio de verba pela Secretaria de Saúde de Imperatriz, município do Maranhão. Mas a maioria das imagens, compartilhadas mais de 1,6 mil vezes, foram registradas em Sergipe durante uma ação contra a prática de jogos de azar, lavagem de dinheiro e evasão de divisas.",0,site
https://checamos.afp.com/nao-ha-prova-de-que-mortes-relatadas-anvisa-sejam-consequencia-de-vacinas-contra-covid-19,12 março 2021 às 16:45,Não há prova de que mortes relatadas à Anvisa sejam consequência de vacinas contra a covid-19,"Circulam pelas redes sociais desde o dia 1° de março publicações compartilhadas mais de 7 mil vezes que alegam que a Agência Nacional de Vigilância Sanitária (Anvisa) “confirmou” 34 óbitos e 767 efeitos adversos no primeiro mês de vacinação contra a covid-19 no Brasil. No entanto, os números coletados do painel de notificações do órgão não são comprovadamente decorrentes dos imunizantes. A Anvisa informou que, até agora, não há nenhum óbito conhecido relacionado ao uso das vacinas contra covid-19 autorizadas no país.",0,site
https://checamos.afp.com/foto-do-governador-de-sao-paulo-em-um-almoco-foi-tirada-antes-da-deteccao-da-covid-19,11 março 2021 às 14:01,A foto do governador de São Paulo em um almoço foi tirada antes da detecção da covid-19,"Uma imagem do governador de São Paulo, João Doria, comendo junto a várias pessoas foi compartilhada mais de 51,2 mil vezes nas redes sociais desde o último dia 6 de março, juntamente com uma crítica às medidas restritivas no estado devido à pandemia de covid-19. Mas a foto foi publicada nas redes do governador em junho de 2019, meses antes da detecção do novo coronavírus.",0,site
https://checamos.afp.com/barbie-aborto-foi-criada-por-um-artista-para-ironizar-uma-politica-norte-americana,10 março 2021 às 12:37,A “Barbie aborto” foi criada por um artista para ironizar uma política norte-americana,"“Lançamento da Barbie aborto”, afirmam publicações que somam mais de 4,5 mil interações nas redes sociais desde o último dia 2 de fevereiro, acompanhadas de duas imagens que provariam a existência da boneca com esse tema. Contudo, trata-se de um projeto criado por um artista para ironizar uma política norte-americana em 2014. A Mattel, fabricante da Barbie, desmentiu ter algum tipo de participação na criação do brinquedo.",0,site
https://checamos.afp.com/nao-e-o-governador-do-maranhao-flavio-dino-o-homem-agredido-em-video-viralizado,09 março 2021 às 16:11,"Não é o governador do Maranhão, Flávio Dino, o homem agredido em vídeo viralizado","Um vídeo que supostamente mostra o governador do Maranhão, Flávio Dino (PCdoB), sendo agredido após decretar novas medidas restritivas para conter a propagação da covid-19 no estado foi visualizado mais de 105 mil vezes em redes sociais desde o início de março. Dino não tem relação, contudo, com a gravação viralizada. A sequência mostra, na verdade, uma briga entre um ex-vereador e um atual vereador maranhenses devido ao não comparecimento a sessões da Câmara do município de Timon, que ocorreu no último dia 1º de março.",0,site
https://checamos.afp.com/o-banco-de-dados-dos-eua-nao-registra-necessariamente-mortes-por-vacinas-anticovid,08 março 2021 às 12:35,O banco de dados dos EUA não registra necessariamente mortes por vacinas anticovid,"Circula nas redes sociais um vídeo em que a ex-jogadora de vôlei e atual comentarista Ana Paula Henkel afirmou que 501 pessoas morreram nos Estados Unidos após serem vacinadas contra a covid-19. Mas essa informação, compartilhada pelo menos 4.100 vezes em redes sociais desde o último dia 1 de março, foi distorcida, pois não há qualquer comprovação de que as vacinas sejam a causa desses óbitos.",0,site
https://checamos.afp.com/mulher-que-sofreu-uma-convulsao-em-um-hospital-argentino-nao-foi-vacinada-contra-covid-19,04 março 2021 às 16:37,A mulher que sofreu uma convulsão em um hospital argentino não foi vacinada contra a covid-19,"Um vídeo em que uma mulher sofre uma convulsão no chão foi compartilhado dezenas de milhares de vezes em vários idiomas desde o início de fevereiro, em publicações que asseguram que a cena foi gravada em um hospital argentino após a mulher ser vacinada contra a covid-19. No entanto, como explicaram à equipe de checagem da AFP funcionários e autoridades do Hospital Larcade, na província de Buenos Aires, as imagens mostram uma paciente com antecedentes de convulsões que não havia recebido nenhuma vacina.",0,site
https://checamos.afp.com/nao-ha-multa-de-transito-para-motoristas-que-dirigirem-sem-mascara-afirma-denatran,02 março 2021 às 16:20,"Não há multa de trânsito para motoristas que dirigirem sem máscara, afirma Denatran","Publicações compartilhadas milhares de vezes em redes sociais asseguram que, desde 23 de fevereiro deste ano, os Departamentos Estaduais de Trânsito (Detran) e as Polícias Militares (PM) passaram a multar em R$ 128 quem estivesse dirigindo sem máscara de proteção contra a covid-19. A informação foi negada, contudo, pelo Departamento Nacional de Trânsito (Denatran), que coordena todos os Detrans. Diferentes unidades da PM também afirmaram à AFP que a alegação é falsa.",0,site
https://checamos.afp.com/estudo-alemao-citado-por-bolsonaro-nao-prova-que-mascaras-sao-prejudiciais-para-criancas,26 fevereiro 2021 às 15:05,Estudo alemão citado por Bolsonaro não prova que máscaras são prejudiciais para crianças,"Em transmissão ao vivo no último dia 25 de fevereiro, o presidente Jair Bolsonaro citou um estudo de “uma universidade alemã” que provaria que as máscaras de proteção contra a covid-19 são prejudiciais para crianças. “Irritabilidade, dor de cabeça, dificuldade de concentração, diminuição da percepção de felicidade”, são alguns dos efeitos adversos mencionados pelo presidente. Embora um estudo tenha chegado a essas conclusões, elas são preliminares e “inicialmente dizem pouco sobre as relações causais” entre os sintomas e as máscaras, segundo os próprios autores do trabalho.",0,site
https://checamos.afp.com/postura-de-brucos-aumenta-oxigenacao-mas-nao-substitui-respiradores-contra-covid-19,25 fevereiro 2021 às 15:37,"Postura de bruços aumenta oxigenação, mas não substitui respiradores contra covid-19","Publicações compartilhadas mais de 95 mil vezes em redes sociais desde dezembro de 2020 asseguram que uma técnica conhecida como drenagem postural pode substituir a ventilação mecânica em pacientes com covid-19. Especialistas indicaram à AFP, contudo, que este método não é utilizado contra o novo coronavírus. Um procedimento semelhante, por outro lado, tem sido aplicado para tratar a doença, mas mesmo este não substitui o uso de respiradores, explicaram.",0,site
https://checamos.afp.com/beber-agua-em-horarios-especificos-nao-evita-derrames-ou-ataques-cardiacos-dizem-especialistas,23 fevereiro 2021 às 13:15,"Beber água em horários específicos não evita derrames ou ataques cardíacos, dizem especialistas","Beber apenas um copo d’água em horários específicos do dia pode evitar múltiplos problemas de saúde, como derrames e ataques cardíacos, garantem publicações compartilhadas mais de 215 mil vezes em redes sociais de 2012 até 2021. No entanto, embora especialistas reconheçam que se hidratar é importante para manter uma boa saúde, essa hidratação não precisa ocorrer em horários pré-determinados e não evita, sozinha, as doenças citadas.",0,site
https://checamos.afp.com/o-red-bull-nao-deu-positivo-para-covid-19-e-este-video-nao-demonstra-ineficacia-de-testes,19 fevereiro 2021 às 16:13,O Red Bull não deu positivo para covid-19 e este vídeo não demonstra ineficácia de testes,"Um vídeo em que um homem mostra como uma bebida energética supostamente deu positivo para covid-19 após ser submetida a um teste de antígeno foi visualizado dezenas de milhares de vezes em redes sociais desde o início de fevereiro. No entanto, especialistas explicaram à AFP que o resultado visto nas imagens é inválido, e não positivo, e que a sequência não prova que estes testes não funcionam, já que os kits são elaborados para serem utilizados com amostras biológicas do corpo humano.",0,site
https://checamos.afp.com/o-uso-de-mascaras-nao-priva-celulas-de-oxigenio-causando-cancer-de-pulmao,18 fevereiro 2021 às 18:14,O uso de máscaras não priva células de oxigênio causando câncer de pulmão,"Postagens compartilhadas centenas de vezes no Facebook desde o começo de fevereiro asseguram que o uso de máscaras pode levar ao câncer, com base em uma citação atribuída ao falecido doutor Otto Heinrich Warburg de que células privadas de oxigênio se tornam “cancerosas”. Não há registro, contudo, de que o vencedor do Nobel de Medicina tenha dito esta frase, e especialistas concordam que o uso de máscaras não traz riscos à saúde.",0,site
https://checamos.afp.com/facebook-restaurou-post-sobre-hidroxicloroquina-mas-mantem-politica-contra-desinformacao-contra,12 fevereiro 2021 às 19:40,"Facebook restaurou post sobre hidroxicloroquina, mas mantém política contra desinformação contra covid","Publicações alegando que o Facebook admitiu um erro por ter censurado conteúdos sobre o uso de hidroxicloroquina para tratar a covid-19 foram compartilhadas mais de 42 mil vezes desde pelo menos o último dia 30 de janeiro. Essa afirmação, entretanto, é enganosa. Um comitê independente formado pela rede social, de fato, solicitou a restauração de uma publicação feita por um usuário na França, alegando que ela não incentivava as pessoas a comprar ou tomar medicamentos sem receita, o que foi aceito pelo Facebook. Mas a empresa garantiu que mantém suas políticas contra a desinformação sobre o novo coronavírus. ",0,site
https://checamos.afp.com/beber-suco-de-cebola-nao-impede-o-desenvolvimento-de-problemas-na-prostata,12 fevereiro 2021 às 17:21,Beber suco de cebola não impede o desenvolvimento de problemas na próstata,"Publicações compartilhadas centenas de vezes em redes sociais desde agosto do ano passado garantem que beber suco de cebola impede o desenvolvimento de qualquer problema na próstata. As postagens, que voltaram a circular em fevereiro de 2021, contêm múltiplas informações incorretas. Segundo urologistas consultados pela AFP, três patologias podem afligir a próstata, indo desde uma inflamação até um câncer, e, até hoje, nenhum estudo estabeleceu uma relação entre consumir cebolas e o estado desta glândula.",0,site
https://checamos.afp.com/mortes-por-covid-19-nao-cairam-9999-no-amazonas-apos-visita-do-ministro-da-saude,11 fevereiro 2021 às 18:21,"Mortes por covid-19 não caíram “99,99%” no Amazonas após visita do ministro da Saúde","Publicações compartilhadas milhares de vezes em redes sociais desde o início de fevereiro asseguram que o número de mortes por covid-19 no Amazonas caiu em “99,99%” imediatamente após o ministro da Saúde, Eduardo Pazuello, visitar a capital do estado, Manaus. Isso é falso. Na verdade, a média de óbitos registrados por dia no Amazonas desde que Pazuello voltou da região, em 29 de janeiro, é superior à das primeiras semanas do ano, quando o estado começou a enfrentar uma dura segunda onda da pandemia de coronavírus.",0,site
