pergunta,resposta,data
O que sabemos sobre a segurança das vacinas a longo prazo?,"O ritmo incrivelmente rápido de desenvolvimento de vacinas significa que temos apenas meses, não anos, de acompanhamento. (Ambos os testes clínicos de mRNA começaram no verão de 2020, e o estudo da vacina J&J começou em setembro de 2020.) Mas com outras imunizações, reações graves geralmente ocorrem dentro de dias ou semanas após a administração. Felizmente, os efeitos colaterais de longo prazo com as vacinas são bastante raros, com associações putativas posteriormente desmascaradas por estudos populacionais cuidadosamente realizados. Outros dados de segurança sobre as vacinas serão relatados ao Sistema de Notificação de Eventos Adversos de Vacinas (VAERS). Este programa é um sistema nacional de alerta precoce que foi estabelecido para detectar possíveis problemas de segurança em qualquer vacina licenciada e está em operação desde 1990. Além disso, o CDC tem sua própria ferramenta baseada em smartphone, chamada v-safe,. que usa mensagens de texto e uma pesquisa baseada na Web para coletar informações logo após os pacientes receberem a vacina Covid-19.","(Última revisão / atualização em 3 de maio de 2021)"
Como e quando as vacinas estão sendo disponibilizadas?,"Após análise cuidadosa de todos os dados primários de segurança e eficácia dos ensaios clínicos de fase 3, o FDA concedeu autorização de uso de emergência (EUA) para. opens in new tab vacinas de mRNA .. - a vacina Pfizer / BioNTech em 11 de dezembro de 2020, e a vacina Moderna em 18 de dezembro. Embora esta não seja tecnicamente a licença completa que medicamentos e vacinas normalmente obtêm, o diretor do ramo do FDA que supervisiona vacinas diz que o escrutínio dos dados para uso de emergência foi semelhante ao que é necessário para a aprovação total. Processo semelhante ocorreu com a vacina Johnson & Johnson, que recebeu o status de EUA em 27 de fevereiro de 2021. Os embarques das vacinas são encaminhados aos estados por população e são coordenados pelo governo federal. As alocações e políticas de vacinas inicialmente diferiam de estado para estado. No entanto, as vacinas para Covid-19 estão agora disponíveis em todos os estados sem restrições - com os requisitos de idade, vocacional e comorbidade não mais em vigor (EUAs que limitam a vacina Pfizer-BioNTech para maiores de 16 anos e Moderna e J&J para maiores de 18 anos ainda segura).","(Última revisão / atualização em 3 de maio de 2021)"
As recomendações são iguais para cada uma das vacinas disponíveis?,"De uma perspectiva geral, as recomendações são bastante semelhantes para ambas as vacinas de mRNA - cada uma tem duas vacinas e são aplicáveis a populações semelhantes. Mas, apesar de terem mecanismos de ação, segurança e eficácia semelhantes, as duas vacinas de mRNA diferem em certos aspectos importantes. O mais relevante para quem está cuidando do paciente é que a vacina da Pfizer / BioNTech está autorizada para idades maior ou igual a 16 anos e a vacina da Moderna para maior ou igual a 18 anos. Ambas as vacinas estão sendo estudadas em crianças, e a Pfizer anunciou resultados favoráveis ??em crianças de 12 a 15 anos de idade. , mas nenhum dos dois deve ser administrado a crianças neste momento. Ambas as vacinas de mRNA requerem duas doses para uma série completa; 21 dias separam as doses com a vacina Pfizer / BioNTech, versus 28 dias com a vacina Moderna. A programação não precisa ser precisa; um período de carência de 4 dias em torno do intervalo de 21 ou 28 dias para a segunda dose é considerado válido. Se um paciente perder este período de carência para a segunda dose, nenhum intervalo entre a primeira e a segunda dose para qualquer uma das vacinas invalida a primeira dose. Em outras palavras, não há necessidade de recomeçar; apenas dê a segunda dose o mais rápido possível após a meta de 21 ou 28 dias. É possível programar uma segunda dose até 6 semanas após a primeira. Consulte também a seção 'Segunda dose de vacina' abaixo. A vacina Johnson & Johnson difere das vacinas de mRNA de várias maneiras importantes. Com base em pequenos estudos realizados durante o desenvolvimento da vacina, mostrando respostas imunes promissoras após uma única injeção, o ensaio que levou à sua autorização utilizou uma abordagem de dose única. Um ensaio clínico em andamento chamado COV3009 está testando atualmente esta mesma vacina com uma injeção de reforço administrada 8 semanas após a primeira, com resultados esperados ainda este ano. (As outras duas vacinas de vetor de adenovírus em amplo uso globalmente usam duas doses.) Ao contrário das vacinas de mRNA, a vacina J&J tem requisitos de refrigeração menos restritivos para armazenamento. Essas características tornam o envio e distribuição desta vacina mais fácil do que as vacinas de mRNA.","(Última revisão / atualização em 3 de maio de 2021)"
Uma vacina é preferível a outra para pacientes específicos?,"A vacina Pfizer / BioNTech está autorizada para idades ?16 anos, e Moderna e Johnson & Johnson para ?18 anos. Durante o período inicial de escassez de vacina, recomendamos que qualquer vacina Covid-19 seria apropriada para qualquer adulto, mas o suprimento de vacina agora é suficiente para fazer uma recomendação mais matizada. Especificamente, com base na revisão de dados desde a autorização de uso de emergência da vacina J&J, agora sabemos que esta vacina raramente pode induzir um distúrbio de coagulação potencialmente grave denominado trombose com síndrome de trombocitopenia (TTS). Mulheres mais jovens parecem estar em maior risco e, portanto, os médicos podem recomendar uma das vacinas de mRNA para mulheres com menos de 50 anos. Para as vacinas de mRNA, uma vez iniciada a série vacinal, ela deve ser completada com a mesma vacina no esquema recomendado, se possível. Não há dados de segurança ou eficácia sobre o uso de uma vacina para a primeira dose e uma vacina diferente para a segunda. No entanto, o CDC afirma que quando o produto da vacina de primeira dose não pode ser determinado ou não está mais disponível, qualquer vacina de mRNA Covid-19 disponível pode ser administrada em um intervalo mínimo de 28 dias entre as doses para completar a série de vacinação. Embora essa estratégia deva ser evitada, se possível, não consigo pensar em um motivo para ela ser problemática nessas circunstâncias. Para pacientes que têm uma reação alérgica grave à sua primeira vacina de mRNA, o CDC recomenda que a vacina J&J seja dada como uma segunda dose sob observação cuidadosa.","(Última revisão / atualização em 3 de maio de 2021)"
Existem contra-indicações para alguma das vacinas?,"A única contra-indicação absoluta para essas vacinas é a hipersensibilidade conhecida aos componentes da vacina. As recomendações específicas do CDC em relação às contra-indicações listam o seguinte: Reação alérgica grave (por exemplo, anafilaxia) após uma dose anterior de uma vacina Covid-19 ou qualquer um de seus componentes; Reação alérgica imediata de qualquer gravidade a uma dose anterior de uma vacina Covid-19 ou uma alergia conhecida a qualquer componente da vacina. Observe que uma história de anafilaxia em reação a qualquer outra vacina ou terapia injetável não é uma contra-indicação para essas vacinas Covid-19, mas as pessoas com essa história devem ser observadas por pelo menos 30 minutos após receberem sua dose. Se uma pessoa apresentar anafilaxia ou outra reação alérgica grave à primeira injeção de uma vacina de mRNA, a pessoa não deve receber a segunda. No entanto, o CDC observa que eles devem considerar a obtenção da vacina Johnson & Johnson 4 semanas depois, sob observação cuidadosa. Pessoas que sentirem dor intensa ou outras reações não alérgicas à primeira dose da vacina de mRNA precisarão tomar uma decisão individual sobre se devem prosseguir com a segunda injeção - não é contra-indicado, mas os efeitos colaterais podem ser piores com a segunda dose. (Observe que as pessoas com histórico de Covid-19 freqüentemente relatam que o primeirodose tem mais efeitos colaterais do que a segunda, provavelmente devido ao seu sistema imunológico já estar preparado para responder a uma vacina Covid-19.) Para pessoas preocupadas com a recorrência de efeitos colaterais graves após a segunda dose, uma estratégia potencial é administrar paracetamol ou ibuprofeno assim que a dor começar após a segunda dose. O CDC não recomenda a administração pré-vacina dessas drogas, uma vez que, teoricamente, elas poderiam embotar as respostas de anticorpos induzidas pela vacina. Os anticorpos monoclonais ou plasma convalescente para o tratamento de Covid-19 podem reduzir potencialmente a eficácia das vacinas. Qualquer pessoa que tenha recebido esses tratamentos deve atrasar o recebimento da vacina Covid-19 por pelo menos 90 dias, uma duração que leva em consideração a meia-vida conhecida dessas terapias e a baixa probabilidade de que alguém com Covid-19 experimente reinfecção neste período período. Uma discussão mais aprofundada da justificativa por trás desta recomendação foi adicionada às considerações clínicas da orientação do CDC.","(Última revisão / atualização em 3 de maio de 2021)"
Um paciente com histórico de reação alérgica pode receber a vacina Covid-19?,"Alguém com histórico de alergias pode definitivamente receber as vacinas - não importa se é uma alergia a outras vacinas ou medicamentos ou a picadas de abelha, comida ou pólen. Como foi amplamente relatado, houve casos raros de reações alérgicas graves à primeira dose das vacinas de mRNA. Quando isso ocorre, a segunda dose (de qualquer das vacinas de mRNA) não deve ser administrada. O CDC afirma que uma única dose da vacina Johnson & Johnson pode ser considerada em um intervalo mínimo de 28 dias após a dose inicial da vacina de mRNA. Nenhum caso de anafilaxia ocorreu entre os aproximadamente 20.000 receptores da vacina no ensaio clínico da vacina J&J. É importante ressaltar que essa reação rara, mas potencialmente fatal, às vacinas de mRNA não se tornou evidente até que centenas de milhares de pessoas receberam injeções após sua autorização de uso de emergência. Como resultado, não sabemos ainda se a vacina Ad26.COV2.S também raramente causará esse efeito colateral.","(Última revisão / atualização em 3 de maio de 2021)"
Os pacientes imunocomprometidos devem ser vacinados e como devemos administrar seus medicamentos?,"O CDC considera que os pacientes imunocomprometidos apresentam risco aumentado para Covid-19 grave. Isso é amplamente definido como pacientes com histórias que atendem aos seguintes critérios, que não são 100% inclusivos: Câncer; Transplante de medula óssea; Transplante de órgão sólido; Células-tronco para tratamento de câncer; Deficiências imunológicas genéticas; HIV; Uso de corticosteroides orais ou intravenosos ou outros medicamentos chamados imunossupressores que diminuem a capacidade do corpo de combater algumas infecções (por exemplo, micofenolato, sirolimus, ciclosporina, tacrolimus, etanercepte, rituximabe). A Sociedade Americana de Hematologia e a Sociedade Americana de Transplante e Terapia Celular têm uma lista semelhante com detalhes adicionais. Devido ao risco elevado de Covid-19 grave nesta população, os pacientes imunocomprometidos devem receber as vacinas de Covid-19 se não houver contra-indicações. Essa é a parte fácil. O que é mais desafiador é estimar a segurança e, particularmente, a eficácia das vacinas nessa população, uma vez que os testes clínicos não incluíram um grande número de pessoas nessas categorias individuais. Como as vacinas Pfizer / BioNTech e Moderna não incluem vírus vivo, não há risco de disseminação do vírus. Não se sabe se os antígenos na vacina irão desencadear um risco aumentado de rejeição (para pacientes transplantados) ou doença autoimune (para aqueles com doenças reumatológicas ou outras doenças autoimunes), mas é reconfortante que tais efeitos adversos sejam infrequentes com outras vacinas. Além disso, os ensaios clínicos não observaram diferença na ocorrência de doenças autoimunes ou distúrbios inflamatórios nos participantes do estudo que receberam a vacina em comparação com o placebo. Embora geralmente não recomendemos vacinas de vírus vivo para pessoas com deficiências imunológicas, o adenovírus da vacina Johnson & Johnson e as outras vacinas que usam esse mecanismo foram modificados para que os vetores não possam se replicar em humanos. Como resultado, as vacinas não apresentam risco de disseminação para pacientes imunocomprometidos - ou transmissão para pessoas imunocomprometidas dentro de casa ou em outros ambientes. A eficácia da vacina depende de uma resposta intacta do hospedeiro; como resultado, a imunização pode ser menos eficaz em hospedeiros imunocomprometidos do que na população em geral. Respostas embotadas de anticorpos à vacinação com Covid-19 foram relatadas em receptores de transplante de órgãos sólidos. Outros estudos das vacinas Covid-19 em pessoas com imunossupressão estão em andamento. A importância da resposta imune do hospedeiro na determinação da eficácia da vacina é a base para a recomendação do CDC de que, idealmente, as vacinas devem ser concluídas pelo menos 2 semanas antes do início das terapias imunossupressoras. Quer essa estratégia seja possível ou não, ao imunizar pacientes imunocomprometidos para Covid-19, devemos aconselhá-los sobre uma possível redução na eficácia da vacina. É também um bom momento para lembrá-los da importância contínua de outras medidas de prevenção, como uso de máscara em espaços públicos fechados, distanciamento social, prevenção de multidões e lavagem das mãos. Membros da família de pessoas com sistema imunológico enfraquecido também devem ser imunizados, se possível. Os médicos podem se perguntar sobre o adiamento ou interrupção das terapias imunossupressoras ou quimioterapia antes de iniciar a série de vacinas Covid-19 e, em seguida, reiniciá-la quando as duas injeções forem administradas. Embora tais estratégias tenham apelo teórico, nenhuma orientação geral pode ser fornecida atualmente aplicável a todos neste grupo diverso. Em 8 de fevereiro de 2021, o American College of Rheumatology emitiu uma diretriz clínica sobre o manejo da imunossupressão em pacientes com doença reumática. , reconhecendo as incertezas existentes, mas fornecendo alguns conselhos gerais. Como muitos pacientes com outros estados de doença também estão recebendo terapias imunossupressoras, precisaremos considerar a manutenção ou o adiamento da imunossupressão caso a caso, dependendo da gravidade da condição subjacente e da urgência de seu tratamento. Todos os ensaios clínicos incluíram um pequeno número de pessoas com HIV clinicamente estáveis ??que estavam em terapia anti-retroviral - 120 e 176 nos ensaios Pfizer / BioNTech e Moderna, respectivamente, e 2,8% dos participantes do estudo J&J. Embora esses números sejam muito pequenos para tirar qualquer conclusão sobre segurança e eficácia em pessoas com HIV, não há razão teórica para que alguém com HIV bem controlado tenha problemas com essas vacinas, e a imunização é recomendada. Para pessoas com HIV que não estão em terapia anti-retroviral, especialmente aquelas com contagens de células CD4 baixas, minha opinião é que a priorização do tratamento do HIV em relação à vacinação com Covid-19 é garantida - tanto para prevenção de complicações relacionadas ao HIV quanto para melhorar a resposta à vacina.","(Última revisão / atualização em 6 de abril de 2021)"
As vacinas de vetor de adenovírus contêm vírus vivo - são seguras para pacientes imunocomprometidos?,"Embora geralmente não recomendemos vacinas de vírus vivo para pessoas com deficiências imunológicas, o adenovírus da vacina Johnson & Johnson e as outras vacinas que usam esse mecanismo foram modificados para que os vetores não possam se replicar em humanos. Como resultado, as vacinas não apresentam risco de disseminação para pacientes imunocomprometidos - ou transmissão para pessoas imunocomprometidas dentro de casa ou em outros ambientes.","(Última revisão / atualização em 29 de março de 2021)"
Quais são as preocupações sobre as vacinas de adenovírus e HIV?,"Tal como acontece com os estudos Moderna e Pfizer / BioNTech, uma pequena proporção das pessoas inscritas no estudo Johnson & Johnson (2,8%) tinha doença VIH estável - estavam a fazer terapêutica para o VIH e não tinham infecções activas ou neoplasias. Os números são muito pequenos para dizer de forma conclusiva se a vacina é mais ou menos eficaz ou tem problemas especiais de segurança nessa população, mas não há nenhuma razão teórica para isso. Existe alguma preocupação residual sobre as vacinas de vetores de adenovírus para pessoas que não têm HIV e estão em alto risco de adquirir a infecção. Isso é baseado nos resultados de um ensaio clínico testando uma vacina de vetor de adenovírus para a prevenção do HIV, denominado estudo STEP. , que demonstrou que aqueles que receberam a vacina tinham maior risco de adquirir o HIV em comparação com o grupo do placebo. Consequentemente, alguns aconselharam cautela. sobre o uso de vacinas de vetor de adenovírus em pessoas HIV-negativas com alto risco de aquisição do HIV.","(Última revisão / atualização em 6 de abril de 2021)"
Pessoas grávidas ou amamentando devem ser vacinadas?,"Embora as gestantes e lactantes não tenham sido inscritas nos ensaios da vacina Covid-19 original e, como resultado, haja dados limitados sobre a segurança, o CDC informa que as vacinas serão oferecidas às gestantes ou lactantes. Esta visão é compartilhada pelo American College of Obstetricians and Gynecologists. e a Sociedade de Medicina Materno-Fetal. É bom quando todos esses grupos concordam! Um ensaio da vacina Pfizer / BioNTech em grávidas está em andamento. Tal como acontece com os estudos de fase 3 da vacina de mRNA, mulheres grávidas e amamentando não podiam se inscrever no ensaio clínico Johnson & Johnson, nem eram elegíveis se planejassem engravidar logo após a inscrição. Durante o curso do estudo, oito mulheres engravidaram, quatro em cada braço do estudo (vacina e placebo), e houve um pequeno número de resultados adversos relacionados à gravidez em ambos os grupos - muito poucos para serem atribuídos à participação no estudo ou às vacinas. Dadas as preocupações sobre trombose com síndrome de trombocitopenia (TTS) com esta vacina em mulheres mais jovens e, em particular, o risco elevado de coagulação na gravidez em geral, os médicos podem preferir vacinas de mRNA para essa população. Desde o lançamento das vacinas Covid-19, agora existe um registro de gravidez de vacina Covid-19 v-safe separado. para pessoas que são vacinadas no período de periconcepção ou durante a gravidez. Esta iniciativa ajudará a reunir mais informações de segurança não disponíveis nos ensaios clínicos. Os dados coletados a partir deste programa com as vacinas de mRNA não demonstram quaisquer problemas de segurança óbvios até agora. É importante ressaltar que não há nenhuma razão teórica para que as vacinas de mRNA sejam prejudiciais à mãe durante a gravidez, ao feto em desenvolvimento ou ao lactente. O mesmo é verdade para a vacina J&J, além da questão do TTS, embora isso possa ser suficiente para justificar a recomendação de uma vacina de mRNA para mulheres grávidas e amamentando. Também tranquilizador é que ratas gestantes que receberam a vacina Moderna não demonstraram quaisquer preocupações de segurança relacionadas ao desenvolvimento fetal ou embrionário. Um benefício potencial da imunização durante a gravidez é a transferência transplacentária de anticorpos maternos para o bebê. Esta é a principal justificativa por trás da recomendação de imunização contra coqueluche durante a gravidez. Um relato de caso recente demonstrou que essa transferência de anticorpos ocorre também com a vacinação com Covid-19. , que teoricamente também poderia oferecer proteção neonatal. As gestantes devem ser informadas de que estudos observacionais mostram que a gravidez é um fator de risco para doenças graves devido ao Covid-19, tanto quanto para a gripe. Com base nessas informações e na probabilidade de exposição à Covid-19, junto com as informações sobre os dados de segurança limitados (mas reconfortantes) disponíveis até o momento, as gestantes podem tomar uma decisão informada sobre a aceitação da vacina. No entanto, é importante enfatizar que a vacina deve ser oferecida a eles - da mesma forma que fazemos com a vacina contra a gripe - e que eles devem ter a oportunidade de esclarecer suas dúvidas. Um médico ou enfermeiro do departamento de emergência pode optar por receber a vacina, enquanto uma pessoa que trabalha em casa com muito poucas interações sociais pode optar por não fazê-lo, aguardando mais dados.","(Última revisão / atualização em 3 de maio de 2021)"
A vacinação deve ser adiada se o paciente apresentar algum sintoma ou estiver doente?,"A vacinação deve ser adiada em pessoas com doença aguda, de preferência até após a recuperação. Isso se aplica a doenças agudas não relacionadas à Covid-19 e potencialmente relacionadas à Covid-19. No entanto, pessoas com doenças crônicas e sintomas estáveis ??são elegíveis para receber as vacinas; exemplos seriam pessoas com doença pulmonar obstrutiva crônica (DPOC) e dispneia aos esforços ou aqueles com doença inflamatória intestinal e sintomas gastrointestinais. Muitos dos participantes nos ensaios clínicos de fase 3 tinham problemas médicos subjacentes e, embora não estivessem gravemente doentes, alguns presumivelmente apresentavam sintomas de suas doenças - essa é a natureza das condições médicas crônicas.","(Última revisão / atualização em 6 de abril de 2021)"
Existem idades mínimas ou máximas para os pacientes receberem as vacinas?,"A vacina Pfizer / BioNTech está autorizada para pacientes ?16 anos e as vacinas Moderna e Johnson & Johnson para ?18 anos. Estudos em crianças estão em andamento, com resultados encorajadores para a vacina Pfizer / BioNTech em adolescentes. , mas nenhuma das vacinas deve ser administrada a crianças neste momento. (A Pfizer buscou autorização de uso de emergência para uso até 12 anos de idade.) Não há restrição de idade máxima. Dado o preço desproporcional que a Covid-19 tem sobre os idosos - essencialmente todos os estudos concluem que a idade avançada é um fator de risco para doenças graves - os idosos devem ser fortemente encorajados a serem imunizados. Uma importante incógnita com base apenas nos resultados dos ensaios clínicos é a eficácia das vacinas na população idosa frágil, especialmente naqueles de idade extremamente avançada ou que vivem em lares de idosos. Embora esta seja uma população-alvo para imunização precoce, este subconjunto específico de idosos não participou dos ensaios clínicos de fase 3, porque os participantes do estudo tinham que estar ambulatoriais e clinicamente estáveis. Desde o lançamento das vacinas, no entanto, agora temos estudos de base populacional que mostram um declínio substancial nas hospitalizações devido à Covid-19 entre pessoas com mais de 70 anos, incluindo dados de lares de idosos. Esses dados encorajadores sugerem que, embora as pessoas vacinadas mais velhas tenham níveis mais baixos de anticorpos do que os receptores mais jovens, elas ainda apresentam proteção significativa.","(Última revisão / atualização em 13 de abril de 2021)"
Qual é a melhor maneira de abordar a hesitação à vacina em meus pacientes?,"A suspeita pública sobre a segurança e eficácia das vacinas é antiga, remontando aos primeiros esforços para reduzir a gravidade da varíola usando a variolação no início do século XVIII. Mais recentemente, as preocupações amplamente divulgadas sobre a vacina MMR e uma suposta ligação com o autismo - com base em um artigo retratado - persistem até hoje, apesar de ser consistentemente desacreditado em estudos populacionais subsequentes. Outros argumentos contra a vacinação incluem o medo da introdução de toxinas no corpo, preocupações com o controle do sistema imunológico, um desejo por imunidade natural e teorias de conspiração envolvendo o governo ou a indústria farmacêutica, ou ambos. Visto que as origens da hesitação à vacina são diversas, nenhuma abordagem do tipo tamanho único é a melhor para cada paciente. Os especialistas nesta área comentam consistentemente que é importante eliciar as preocupações específicas e tentar abordá-las de uma maneira não confrontadora. Fornecer informações confiáveis ??para ajudar a preencher as lacunas no entendimento sobre as vacinas ou a doença é certamente importante, mas pode não ser suficiente para conter a hesitação vacinal. Muitos médicos citarão sua própria decisão e a de seus colegas de serem vacinados - e de vacinar suas famílias - e, de maneira anedótica, tal estratégia é persuasiva em casos individuais. Felizmente, o CDC reuniu materiais claros voltados para o paciente sobre a vacinação para Covid-19 em um kit de ferramentas de comunicação. Isso inclui gráficos simples, vídeos e exemplos de postagens de mídia social que apóiam a vacinação.","(Última revisão / atualização em 13 de abril de 2021)"
Que conselho deve ser dado aos pacientes que acreditam ser melhor esperar pela imunidade do rebanho para protegê-los?,"Existem duas razões excelentes para recomendar a vacinação em vez da imunidade de rebanho. A primeira é que a imunização protege o indivíduo contra Covid-19, que é uma doença potencialmente fatal. Estudos feitos cuidadosamente mostram que Covid-19 tem uma taxa de letalidade muito maior do que a gripe e, embora a idade avançada seja o principal fator de risco para doenças graves, os jovens também podem ficar gravemente doentes. Além disso, algumas pessoas, mesmo com doença moderadamente grave, que não requerem hospitalização, apresentam sintomas significativos que podem persistir por semanas ou meses. As queixas comuns incluem fadiga, falta de ar, palpitações, dor no peito, dificuldade de concentração e névoa do cérebro. A segunda razão para defender que um indivíduo receba a vacina Covid-19 é que ela protegerá outras pessoas. Pessoas com Covid-19 - a doença real - são altamente infecciosas durante as fases iniciais da doença e podem transmitir a infecção para outras pessoas. Em contraste, é altamente provável que a imunização reduza o risco de transmissão viral . Portanto, embora não possamos concluir que a imunização elimina esse risco - por isso ainda recomendamos máscaras e distanciamento social enquanto o número de casos é alto - a evidência científica aponta fortemente para que as vacinas o reduzam, tornando todos nós mais seguros.","(Última revisão / atualização em 13 de abril de 2021)"
Quais recursos precisam estar imediatamente disponíveis quando as vacinas são administradas?,"A capacidade principal é ter recursos disponíveis para gerenciar a anafilaxia - recursos humanos (por exemplo, enfermeiras, farmacêuticos ou médicos) e equipamentos. O CDC lista suprimentos e equipamentos de emergência. que devem estar disponíveis em todos os locais (epinefrina, anti-H1, manguitos de pressão arterial e estetoscópios) e itens que devem estar disponíveis, se possível (oxímetro de pulso, oxigênio, fluidos intravenosos e kit de intubação). Eles ainda observam que pelo menos 3 doses de epinefrina estão disponíveis em todos os momentos. Como o Covid-19 pode ser transmitido de pessoas sem sintomas, é importante garantir que todos os provedores e aqueles que recebem as vacinas sigam as melhores práticas de prevenção de infecções durante a consulta com a vacina. Essas práticas incluem o uso de máscaras, minimizando o tempo em contato próximo com outras pessoas e evitando espaços internos lotados com pouca ventilação. O CDC fornece orientação sobre práticas seguras de imunização durante a pandemia de Covid-19.","(Última revisão / atualização em 13 de abril de 2021)"
Como os efeitos colaterais iniciais devem ser gerenciados?,"Analgésicos e antipiréticos, como paracetamol ou ibuprofeno, são eficazes no controle dos efeitos colaterais pós-vacina, incluindo dor no local da injeção, mialgias e febre. No entanto, o CDC não recomenda a administração pré-vacina dessas drogas, uma vez que teoricamente poderiam embotar as respostas de anticorpos induzidas pela vacina. Devido ao pequeno risco de anafilaxia, os locais que administram as vacinas devem ter estratégias disponíveis para avaliar e tratar essas reações potencialmente fatais. O CDC emitiu recomendações sobre como os locais devem se preparar.","(Última revisão / atualização em 13 de abril de 2021)"
O paracetamol ou os antiinflamatórios não esteróides devem ser tomados antes da vacinação para prevenir os sintomas pós-vacinação?,"Embora essas drogas possam diminuir os efeitos colaterais subjetivos, teoricamente também podem embotar a resposta imunológica e tornar as vacinas menos eficazes - portanto, não são recomendadas antes da vacinação. Eles são úteis, no entanto, para diminuir os efeitos colaterais, uma vez que ocorrem. O paracetamol é o preferido para grávidas.","(Última revisão / atualização em 13 de abril de 2021)"
Que instruções devo dar a um paciente após a vacinação?,"Estamos acostumados a fornecer aos pacientes uma declaração de informações sobre a vacina (VIS) para cada vacina que administramos, mas as VISs ainda não estão disponíveis para as vacinas Covid-19. Espero que sejam desenvolvidos assim que as vacinas sejam formalmente aprovadas pelo FDA. No lugar de um VIS, devemos fornecer a autorização de uso de emergência (EUA) - ficha técnica autorizada. a todos os destinatários da vacina. A ficha fornece as seguintes informações: Informações básicas sobre Covid-19, sintomas e o que discutir com um profissional de saúde antes da vacinação Quem deve e não deve receber a vacina Escolha do destinatário para receber a vacina Informações sobre a série de vacinas Riscos e benefícios potenciais e conhecidos da vacina, incluindo efeitos colaterais comuns Informações sobre a notificação de efeitos colaterais ao Sistema de Notificação de Eventos Adversos de Vacinas (VAERS) Uma explicação do que é um EUA e porque é emitido Quaisquer alternativas disponíveis aprovadas para prevenir Covid-19 Recursos adicionais","(Última revisão / atualização em 13 de abril de 2021)"
Um paciente que recebeu a vacina Covid-19 precisa evitar o contato com pessoas grávidas ou imunossuprimidas ou com outras doenças crônicas ou agudas?,"As vacinas de mRNA não contêm nenhum vírus vivo; nenhum dos componentes da vacina pode ser transmitido a outras pessoas. Além disso, o adenovírus da vacina Johnson & Johnson foi modificado para que não possa se replicar em humanos. Como resultado, não há restrição ao contato com outras pessoas, incluindo populações vulneráveis, como grávidas ou hospedeiros imunocomprometidos.","(Última revisão / atualização em 13 de abril de 2021)"
O que é v-safe? Meus pacientes devem se inscrever?,"Depois de receber a vacina Covid-19, os pacientes têm a opção de se inscrever no v-safe. Esta ferramenta baseada em smartphone do Centro de Controle e Prevenção de Doenças (Centers for Disease Control - CDC) fornece check-ins automatizados após a vacinação de Covid-19, permitindo que as pessoas relatem efeitos colaterais usando um site online seguro. Para aqueles que relatam efeitos colaterais graves ou notáveis, um oficial do CDC pode ligar para coletar mais detalhes sobre o que aconteceu. Além de coletar essas informações, o v-safe também enviará lembretes sobre o recebimento da segunda vacina. Embora a inscrição no v-safe seja voluntária, minha opinião é que devemos encorajar nossos pacientes a participarem. Estamos no meio da maior pandemia em mais de um século, e as vacinas são uma estratégia fundamental para mantê-la sob controle. Coletar o máximo de informações possível sobre a segurança das vacinas é extremamente importante nas próximas semanas e meses.","(Última revisão / atualização em 13 de abril de 2021)"
